PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activation,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent activation of the primary screen at a compound concentration of 11.6 micromolar.,Standard deviation of the confirmation assay derived from the normalized percent inhibition of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,11.6,
243,49827337,24819608,C1=CC=C(C=C1)NC(=S)NNC(=O)C2=C(C=CC(=C2)Br)Cl,Active,7,,,83.26,5.86905
244,4263248,970213,CC1=CC2=C(C=C1)N(CCC2)C(=O)NC3=CC4=C(C=C3)OCO4,Active,7,,,82.86,6.82865
245,24819231,3758870,CN(C)S(=O)(=O)OC1=CC=CC=C1C(=O)NC2=CC=CC=C2Cl,Active,7,,,82.84,9.24084
246,3714807,2497349,COC1=CC=CC=C1C2=NN=C(O2)SCC(=O)NC3=C(C=CC=C3Cl)Cl,Active,7,,,82.79,6.32016
247,14737888,4523421,CCC1=CC(=CC=C1)NC(=O)CC2=CN(C3=CC=CC=C32)C,Active,7,,,82.67,8.20671
248,17514414,2041499,C1COCCN1CC2=CC=C(C=C2)NC(=S)NC(=O)/C=C/C3=C(C=C(C=C3)Cl)Cl,Active,7,,,82.6,1.46858
249,24788340,1311142,CS(=O)(=O)N(CC(=O)NC1=CC(=CC=C1)[N+](=O)[O-])C2=CC=CC=C2,Active,7,,,82.52,16.1547
250,14721588,1142142,CCN1C2=CC=CC=C2N=C1SCC(=O)NC3=CC4=C(C=C3)OCO4,Active,7,,,82.35,15.2807
251,49714026,24789403,C1=C(C=C(C(=C1Cl)N)Cl)C2=CSC(=N2)NCCC3=NC4=CC(=C(C=C4N3CCCO)Cl)Cl,Active,7,,,82,9.14897
252,22409631,2531633,CC1=CC(=C(C=C1C)C2=NN(C(=C2)NC(=O)COC(=O)C3=CC=C(C=C3)C#N)C4=CC=CC=C4)C,Active,7,,,81.87,4.43292
253,3717801,3000142,CNC1=C(C(=C(S1)C(=O)C2=CC=CS2)N)C3=NC4=CC=CC=C4S3,Active,7,,,81.68,17.6654
254,4254959,801509,COC1=C(C=C(C=C1)Cl)C(=O)NC2=CC3=C(C=C2)OCO3,Active,7,,,81.06,2.92905
255,17509866,9698210,CN1C2=CC=CC=C2N=C1SCC(=O)N/N=C/C=C\C3=CC=CC=C3[N+](=O)[O-],Active,7,,,80.97,4.42999
256,49823848,4570088,CC(C)C1=CC=C(C=C1)NC(=S)NC2=CC=CC3=CC=CC=C32,Active,7,,,80.91,8.40672
257,24804881,3215002,CC1CC2=CC=CC=C2N1C(=O)CSC3=NN=C(N3C)C4CC4,Active,7,,,80.9,5.7883
258,17402973,1487225,C1=CC=C(C=C1)C2=NC(=NC=C2C(=O)NC3=CC=C(C=C3)F)C4=CC=CC=C4,Active,7,,,80.73,8.59295
259,17516848,2494209,CCNC(=S)N=NC1=C(NC2=C1C=C(C=C2)C(C)C)O,Active,7,,,80.33,6.85946
260,49648807,24747924,C1CCC(CC1)(C#CC2=C(OC3=C2C=C(C=C3)N4CCOCC4)C5=CSC=C5)O,Active,7,,,80.27,10.8131
261,22405526,15945069,CC(C)([C@@H](COC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)O)OC,Active,7,,,80.22,5.50268
262,24814948,743639,C1CC2=CC=CC=C2N(C1)S(=O)(=O)CC3=CC=CC=C3,Active,7,,,80.11,18.0834
263,51090192,16817134,CCN1C(=O)C2=C(C3=CC=CC=C3N2)N=C1SCC(=O)NCC4CCCO4,Active,7,,,80.02,5.13162
264,848317,650753,CC1=C(SC(=N1)NC(=O)C2=CC=CO2)C(=O)NC3=CC=C(C=C3)Br,Active,7,,,79.47,6.45727
265,4248217,265714,C1OC2=C(O1)C=C(C=C2)C3=CC(=O)C4=CC=CC=C4O3,Active,7,,,79.11,17.3189
266,85146798,44142654,CN1C2=C(C=C(C=C2)C3=C4C=CNC4=CC=C3)C(=C1C5=CSC=C5)C6=CC=CS6,Active,7,,,79.02,14.4901
267,3714302,867003,CC1=C(NC(=C1C(=O)C)C)C(=O)NCCC2=CC=CC=C2,Active,7,,,78.84,19.9244
268,17506731,2969438,C1=CC=C(C=C1)NC(=O)CC2C(=O)NC3=CC=CC4=C3C(=CC=C4)N2,Active,7,,,78.82,5.62355
269,24815303,4559429,C=CCN1C2=CC=CC=C2C(=C1O)N=NC(=S)NC3=CC=CC=C3F,Active,7,,,78.72,9.07755
270,50085527,2814043,COC1=C(SC=C1C(=O)NC2=NN=C(S2)C3CC3)Cl,Active,7,,,78.59,6.10844
271,22409272,5030363,CCOC(=O)C1=C(NC(=C1C(=O)CSC2=NC3=CC=CC=C3N2CCC#N)C)C,Active,7,,,78.58,13.1228
272,47193962,16738642,C1C2C(C3=CC=CC=C31)C4=C(C=CC(=C4)C(F)(F)F)NC2C(=O)NCCOC5=CC=CC=C5,Active,7,,,78.36,4.35799
273,22413715,6068593,COC1=C(C(=CC(=C1)/C=N\N2C(=NN=N2)N)Br)OCC=C,Active,7,,,78.11,2.90405
274,22405461,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,Active,7,,,77.94,14.166
275,17512841,7374939,CC1=C(C2=CC=CC=C2N1)C(=O)/C=C\C3=CC=CC=C3Cl,Active,7,,,77.93,3.03593
276,49641630,761457,C1=CC=C(C=C1)OCCN2C3=CC=CC=C3NC2=S,Active,6,,,77.43,14.7982
277,22408598,6905287,CC1=C(N2C=CC=CC2=C1/C=N/NC(=O)N)C(=O)C3=CC=C(C=C3)F,Active,6,,,77.4,12.4471
278,49730645,22575804,CC1=CC(=O)N(C2=C1C(=NN2C3=CC=CC=C3)C)CC(=O)NC4CC4,Active,6,,,77.09,22.6172
279,14721813,1450163,CC1=CC(=C2C(=C1)C=C(C(=N2)SCC(=O)N3CC(=O)NC4=CC=CC=C43)C#N)C,Active,6,,,76.98,5.36439
280,51090085,7501697,C=CCN1C(=O)C2=C(C3=CC=CC=C3N2)N=C1SCC(=O)N4CCOCC4,Active,6,,,76.67,7.75148
281,17509586,6071478,C/C(=N/NC(=S)NC1=CC=CC=C1)/C2=CC3=C(C=C2)OCO3,Active,6,,,76.52,6.85792
282,863814,665067,CC1=CC2=C(C=C1)C3=C(N2)C(=O)N(C=N3)CCN4CCCCC4,Active,6,,,76.26,8.87538
283,26663200,3336201,CCC(C)NC1=NC(=C(C(=N1)NC2=C(C=CC(=C2)OC)OC)[N+](=O)[O-])N,Active,6,,,76.01,6.89969
284,57256427,9143222,CC1=C(OC2=C1C=C(C=C2)F)C(=O)NCC3=CC=CC=C3CN4CCCC4,Active,6,,,75.93,1.66943
285,14735969,5737875,CC1=C(OC2=C1C=C(C=C2)F)C(=O)/C=C/C3=CC=CS3,Active,6,,,75.79,4.92294
286,7965709,5307782,CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCC4=CSC=C4,Active,6,,,75.71,9.26206
287,24828762,4884906,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCCCN4C=CN=C4,Active,6,,,75.56,11.3853
288,24820215,1481180,C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC3=C(C=C2)C=NN3,Active,6,,,75.26,12.5111
289,14731527,9550123,COC1=C(C=C(C=C1)C2=C(N=C(N2)C3=CC=CC=C3)SCC(=O)NCC4=CC=CO4)OC,Active,6,,,75.07,9.84424
290,22404718,831358,CC(=O)C1=C(NC(=NC1=S)C2=CC=CC=C2)N3CCOCC3,Active,6,,,75.02,9.24158
291,17506128,9635827,CN1C2=CC=CC=C2N=C1SCC(=O)N/N=C/C=C/C3=CC=CC=C3[N+](=O)[O-],Active,6,,,74.91,6.83264
292,17406794,6402471,C1CSCCN1C2=C(N=NC(=N2)C3=CC=C(C=C3)Br)C4=CC=CC=C4,Active,6,,,74.82,8.87994
293,14746441,1250406,C1=CC=C2C(=C1)N=C(C3=NN=NN23)NC4=CC=C(C=C4)Br,Active,6,,,74.81,17.8886
294,17511231,6139067,CC1=C(OC2=C1C=C(C=C2)F)C(=O)/C=C/C3=CC=C(C=C3)OC,Active,6,,,74.7,6.82345
295,24825607,6903670,CCOC(=O)N/N=C/C1=C2C=CC=CN2C(=C1C)C(=O)C3=CC=C(C=C3)F,Active,6,,,74.5,14.6619
296,24785387,5737877,CC1=CC(=C(N1CCOC)C)/C=C/2\C(=O)N(C(=O)N2)C3=CC(=CC=C3)Cl,Active,6,,,74.22,15.4594
297,14742174,2023456,CC1=NN(C(=C1)CC(C)C)C2=NC3=CC=CC=C3C(=O)N2OCC4=CC=CC=C4,Active,6,,,74.19,12.8273
298,22403040,9688775,C1=CC=C(C(=C1)/C=N/NC(=S)NC2=C(C=CC(=C2)C(F)(F)F)Cl)C(F)(F)F,Active,6,,,74.09,16.4547
299,14725459,792991,CC1=CC(=CC=C1)OCCN2C3=CC=CC=C3NC2=S,Active,6,,,74.05,8.36208
300,49817662,2714733,CN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NC3=CC=CC=C3N4CCCC4,Active,6,,,73.88,6.92206
301,22406748,15945154,C1CC2C(N(N=C2/C(=C/C3=CC=CC=C3)/C1)C(=O)CSC4=NC=NN4)C5=CC=CC=C5,Active,6,,,73.72,5.50441
302,47204814,3124064,CC1=NN=C(C2=CC=CC=C12)NC3=CC=C(C=C3)OC,Active,6,,,73.69,19.3684
303,17517050,2312223,CC(=C)C1=CC(=CC=C1)C(C)(C)NC(=O)NC2=NC=C(C=C2)Cl,Active,6,,,73.42,15.4742
304,22411957,15945574,CC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=C(C=C3)Cl)SCC(=O)NCC4CCCO4,Active,6,,,73.2,3.15713
305,57268297,25163555,CC1=C(C(=NO1)C)COC2=CC=CC=C2C(=O)NNC(=O)C3=CC=CC=C3F,Active,6,,,72.6,13.2064
306,17512190,5933890,CC1=C(C2=CC=CC=C2N1)/C=C/C(=O)C3=CC=CC=C3,Active,6,,,72.59,8.10567
307,17407247,11958524,CCCCCC(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=C(C=CC(=C3)OC)OC)C,Active,6,,,72.56,6.87249
308,22409618,853543,CC1=C(C(=CC=C1)NC2=NC3=CC=CC=C3S2)C,Active,6,,,72.47,9.39226
309,17504603,745683,CC1=C(C2=CC=CC=C2N1)C(=O)CSC3=CC=CC=C3,Active,6,,,72.44,8.82884
310,26657953,96943,CC1=CC2=C(C3=C1OC(C=C3)(C)C)NC4=CC=CC=C42,Active,6,,,72.26,6.21066
311,24782987,16188002,CCCN1C(C2=C(C1=O)C=C(C=C2)C(=O)NC3=CC=CC=C3OC)NC4=CC=CC=C4OC,Active,6,,,72.25,3.06199
312,49670762,3588218,CC1=CC2=NC(=C(N2C=C1)NC(=O)C3=C(C=CC=C3F)F)C4=CC=C(C=C4)OC,Active,6,,,72.16,19.3821
313,22405757,4608646,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)NC(=O)C3=CC=C(C=C3)Cl)NC4=CC=C(C=C4)F,Active,6,,,72.16,4.77543
314,24806823,864354,C1CCC2=C(C1)C3=C(N=C(N=C3S2)C4=CN=CC=C4)N,Active,6,,,71.99,15.5536
315,4243919,3238591,CCOC(=O)C1=C(N=C(S1)NC2=NC3=C(C=CC=C3S2)OC)C,Active,6,,,71.85,8.2891
316,865137,666387,CC1=CC2=CC3=C(N=C2C=C1)N4CCCCC4C5(C3)C(=O)N(C(=O)N(C5=O)C)C,Active,6,,,71.78,11.653
317,17512634,12005652,CN(C)C1=CC=C(C=C1)[C@@H]2[C@H]([C@H]3C=CC4=CC=CC=C4N3[C@H]2C(=O)C5=CC=C(C=C5)Cl)[N+](=O)[O-],Active,6,,,71.78,11.6656
318,14746193,866383,COC1=C(C=C2C(=C1)C(=O)N(C(=S)N2)CC3=CC=CO3)OC,Active,6,,,71.75,3.03822
319,26668797,1296508,C1COC2=C(O1)C=CC(=C2)S(=O)(=O)N(CC(=O)NC3=CC4=C(C=C3)OCO4)C5=CC=C(C=C5)F,Active,6,,,71.65,8.55902
320,17508542,5755870,CC1=C(C2=CC=CC=C2N1)C(=O)/C=C/C3=CC=CC=C3Cl,Active,6,,,71.65,6.01587
321,7969077,1172978,COC1=CC(=CC(=C1)C2=NN=C(O2)SCC(=O)N3CCCCC3)OC,Active,6,,,71.59,9.55765
322,857503,658852,CN1C(=C(N=C1C(C2=CC=C(C=C2)Cl)O)Cl)Cl,Active,6,,,71.33,7.6884
323,26728068,2811411,CCCC1=C(C=NN1C2=CC=CC=C2)C(=O)NC3=C(C=C(C=C3)F)F,Active,6,,,71.25,2.15106
324,24793223,1505880,C1=CC=C(C=C1)CCNC(=O)C2=NNC3=CC=CC=C32,Active,6,,,71.17,5.20198
325,24834376,2414846,CC1=CC(=C2C(=C1)C(=C(N2)O)N=NC(=S)NCCOC)C,Active,6,,,71.16,6.91225
326,3712780,2998157,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N3C(N2)C5=CC=CO5,Active,6,,,70.6,11.6769
327,7966699,5308388,CCC(C)OC(=O)C1=C(C2=C(N1)CC(CC2=O)C3=CC=C(C=C3)N(C)C)C,Active,6,,,70.42,2.8226
328,24823706,5082268,CN1CCSC2=C1C=C(C=C2)C(=O)NC3=CC=C(C=C3)Cl,Active,6,,,70.19,12.2855
329,4248967,3242976,CC1=C(NC(=C1C(=O)C)C)C(=O)NCCC2=CCCCC2,Active,6,,,70.01,10.3638
330,49641167,1591123,COCCN(CCOC)C1=NC(=NC2=CC=CC=C21)C3=CC=C(C=C3)Cl,Active,6,,,69.82,7.90571
331,49725525,912433,COC1=CC=CC(=C1OC)C(=O)NC2=CC3=C(C=C2)OCO3,Active,6,,,69.72,6.80347
332,17513007,930091,CC1=C2CCCCC2=C3C(=C(SC3=N1)C(=O)C4=CC=CC=C4)N,Active,6,,,69.62,0.782827
333,17506046,6864443,COC(=O)N/N=C/C1=CN(C2=CC=CC=C21)CC3=CC=CC=C3Cl,Active,6,,,69.56,10.5792
334,862404,663629,CC1CCCN(C1)C2=NC=NC3=C2NC4=C3C(=CC=C4)OC,Active,6,,,69.24,11.0902
335,17386307,3787321,CCC1=C(C(=CC=C1)CC)NC(=O)CSC2=NC3=C(S2)C=C(C=C3)N4C(=O)C5C6CC(C5C4=O)C=C6,Active,6,,,68.89,11.6642
336,49647450,8070952,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC=CC=C3OC)C,Active,6,,,68.71,1.95307
337,22403067,2446351,COC1=CC=CC(=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CS4,Active,6,,,68.04,11.5718
338,26666916,1870517,CCCC1=NC2=C(C(=O)C3=CC=CC=C3O2)C(=O)N1C4=CC=C(C=C4)C,Active,6,,,67.81,3.26199
339,17403511,5728195,CC1=C(C=C(C=C1)N/C(=N/C2=NC(=CC(=N2)C)C)/N)[N+](=O)[O-],Active,6,,,67.71,7.41743
340,24822064,3727890,CC1=CC2=C(C=C1)NC(=O)C3=C(O2)C=CC(=C3)[N+](=O)[O-],Active,6,,,67.62,6.53098
341,17431929,5728121,CC(C)CN1C2=CC=CC=C2N=C1/C=C/C3=CC=CC=C3,Active,6,,,67.58,8.75468
342,847364,649761,CC1=CC(=NN1C2=NC3=C(N2CCC4=CC=CC=C4)C(=O)NC(=O)N3C)C,Active,6,,,67.39,5.5007
343,17416254,5350052,CC(=C)CNC(=S)N/N=C\C1=CC2=C(C=C1)OCO2,Active,6,,,67.38,6.46652
344,24795616,2990820,CC1=C(N=CC=C1)NC(=S)NC2=CC(=C(C(=C2)OC)OC)OC,Active,6,,,67.21,9.21872
345,4264855,135412532,C1CN(CC2=CC=CC=C21)CC3=NC4=CC=CC=C4C(=O)N3,Active,6,,,66.99,2.6785
346,24831547,9649816,CC1CCCC(N1/N=C/C=C/C2=CC=CC=C2[N+](=O)[O-])C,Active,6,,,66.8,1.52509
347,865066,666312,C1=CC2=C(C(=C1)Cl)N=C(S2)NC(=O)C3=CC=C(O3)Br,Active,6,,,66.57,6.50832
348,7972502,2787068,C1=CC=C(C=C1)CC(C(=O)NCC2=CC=CO2)N3C(=O)C4=CC=CC=C4C3=O,Active,5,,,66.07,3.11666
349,862792,664025,CC(=C)COC1=CC(=C(C=C1)C2=C(C=NN2)OC3=CC=CC=C3OC)O,Active,5,,,65.91,1.77509
350,85148844,44144038,COC1=C(C=CC=C1F)C2=CC(=O)C[C@@H](C2)C3=CC4=C(C=C3)OCO4,Active,5,,,65.89,12.3155
351,24835576,3878142,CC1CC2=CC=CC=C2N1C(=O)COC3=CC4=C(C=C3)OCO4,Active,5,,,65.74,15.3212
352,17432802,1023368,COC1=CC(=CC2=C1OCO2)C3=NC(=C(N3)C4=CC=C(C=C4)F)C5=CC=CC=C5,Active,5,,,65.6,6.74722
353,17512350,5927813,CC1=C(C2=CC=CC=C2N1C)/C=N\NC(=O)C3COC4=C(O3)C=C(C=C4)C(C)(C)C,Active,5,,,65.57,3.72345
354,22405532,6535438,C1CC2C(N(N=C2/C(=C/C3=CC=CC=C3)/C1)C(=O)C4=CC=CC=N4)C5=CC=CC=C5,Active,5,,,65.48,16.6157
355,56316108,17405609,CC12CCC(=O)N1C(CS2)C(=O)NC3=NC4=C(S3)C=C(C=C4)Cl,Active,5,,,65.34,11.0986
356,4263117,2939610,C1CC(OC1)CNC2=C(C(=O)N(C2=O)CCC3=CC=CC=C3)Cl,Active,5,,,65.29,4.24833
357,24795832,2772178,CC1=CC=CN2C1=NC(=C(C2=O)C=O)N3CCN(CC3)C4=CC=CC=C4,Active,5,,,65.22,7.28583
358,24821743,3643887,C1=CC=C(C(=C1)C2=CC=NC3=NC=NN23)OCC4=CC=C(C=C4)Cl,Active,5,,,65.15,8.01731
359,17516768,2307712,CC1=CC=CC=C1NC2=NC(=C(S2)C(=O)NC3=CN=CC=C3)C4=CC=CC=C4,Active,5,,,65.01,9.00242
360,22404323,2914899,CC1=CC(=CC=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)NCCO,Active,5,,,64.92,3.08795
361,24816507,4565122,C1=CC(=CC=C1NC(=O)C2=C(C=C(C=C2)Br)F)Cl,Active,5,,,64.77,8.80806
362,17432691,2906388,C1CN(CCN1CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O)C(=S)NC5=CC=C(C=C5)Cl,Active,5,,,64.75,5.32879
363,85149122,44144298,C1CN2C(=C3C=CC=CC3=[N+]2[O-])C4(N1CCO4)C5=CC=C(C=C5)Cl,Active,5,,,64.74,5.71978
364,17413622,2224676,CC1=C2C(=CC=C1)C(=CC(=N2)SCC(=O)C3=CC=CS3)C,Active,5,,,64.72,8.88358
365,24782985,16188000,CCCN1C(C2=C(C1=O)C=C(C=C2)C(=O)NC3=C(C=C(C=C3)OC)OC)NC4=C(C=C(C=C4)OC)OC,Active,5,,,64.41,4.73405
366,24799440,16191111,CCN1CC(CC1=O)CN(C)CC2=C(OC(=N2)C3=CC=C(C=C3)C(F)(F)F)C,Active,5,,,64.37,5.97043
367,14723843,1441769,CN(CCO)C1=C2CCCCC2=NC3=CC(=NN31)C4=CC(=CC=C4)F,Active,5,,,64.22,3.16511
368,49722101,22517156,CN1C2=C(CSC3=CC=CC=C32)C(=N1)C(=O)N(C)C4=CC=C(C=C4)F,Active,5,,,64.19,6.95135
369,4264141,874111,CN1C=C(C2=CC=CC=C21)C3=NC4=CC=CC=C4N3,Active,5,,,64.05,6.94266
370,26660901,5865695,CCNC(=S)/N=C(/NC1=CC=CC=C1)\NC2=NC(=CC(=N2)C)C,Active,5,,,63.86,2.84955
371,26663149,4042848,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NNC(=O)C4=CC=CC=C4N,Active,5,,,63.67,0.914467
372,24803345,3145055,CC1=CC=C(C=C1)NC(=O)C2C3=CC=CC=C3CCO2,Active,5,,,63.56,2.88597
373,24781222,4796827,COC1=C(C=C(C=C1)NC(=O)C2=CN=C(C=C2)Cl)S(=O)(=O)N3CCCCC3,Active,5,,,63.4,8.04866
374,4257985,955835,CC1=NN2C3=C(C=CC(=C3)N4CCOCC4)N=C2C5=CC=CC=C15,Active,5,,,63.18,9.0386
375,26726295,2156102,CC1=CC(=NO1)NC(=O)CSC2=NC3=C(C(=O)N2C4=CC(=CC=C4)OC)NC5=CC=CC=C53,Active,5,,,63.13,12.847
376,17508979,3157128,C1C(=O)N(C(S1)C2=CC=C(C=C2)F)C3=NC4=CC=CC=C4S3,Active,5,,,62.88,7.80708
377,4251511,808421,CCN1C2=CC=CC=C2C3=NC4=CC(=C(C=C4N=C31)OC)OC,Active,5,,,62.74,11.8247
378,17508106,1079280,CC1=C(N=C(S1)N(CC2=CC=CO2)C(=O)C)C(=O)NC3=CC=C(C=C3)Cl,Active,5,,,62.7,2.09689
379,14731567,2904816,CC(=O)N1CCN(C1C2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,Active,5,,,62.68,3.9732
380,85146545,44142404,COC1=CC=C(C=C1)C2=C(C3=CC4=C(C=C3S2)OCO4)C#CC5(CCCCC5)O,Active,5,,,62.59,10.3377
381,17431836,2263811,CC1=CC=CC=C1NC(=O)/C(=C\C2=CSC=C2)/C#N,Active,5,,,62.34,4.71142
382,24835403,2542311,COC1=CC=CC=C1NC(=O)CN(CC2=CC=CO2)C(=O)C3=CN=C(C=C3)Cl,Active,5,,,62.33,20.1382
383,49641170,1580594,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=C(C=C3)Cl)NCCCO,Active,5,,,62.15,8.67626
384,22402858,4535797,C1=CC=C2C(=C1)N=C3N2C(C(=C(N3)N)C#N)C4=CC=C(C=C4)F,Active,5,,,61.91,10.9713
385,17407157,11958458,CCCC(C)C(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=CC=CC=C3OC)C,Active,5,,,61.76,2.18501
386,17407154,11958455,CC1=C(SC(=N1)NC(=O)CCC=C)C2=CSC(=N2)NC3=C(C=CC(=C3)OC)OC,Active,5,,,61.63,6.0488
387,49725882,3212986,COCCCN1C(=NN=N1)SCC(=O)NC2=NC3=CC=CC=C3S2,Active,5,,,61.47,8.45531
388,17504308,5921555,C1=CC(=C(C#N)C#N)N(C=C1)/C(=C\C2=CC=CO2)/C(=O)C3=CC=C(C=C3)Br,Active,5,,,61.39,4.78214
389,17515688,7109928,CCOC(=O)C1=C(C=C(S1)NC2=NC3=C(C=CC=C3S2)OC)C,Active,5,,,60.94,12.795
390,17410188,1472265,CC1=CC(=NC2=CC(=NN12)C3=C(C=CS3)N4C=CC=C4)C,Active,5,,,60.92,7.64989
391,24822272,3798867,C1=CC=C(C=C1)NC(=O)NNC(=O)C2=C(C=CS2)N3C=CC=C3,Active,5,,,60.92,14.0612
392,24841519,6668846,CC(=O)N1C=C(C2=CC=CC=C21)[C@@H]3C[C@@H](OC(=C3)C(=O)NCC4=CC=CC=C4)OCCCCO,Active,5,,,60.76,8.88306
393,17401606,9632632,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=NC(=C(C(=C2Cl)N)Cl)Cl)COC3=C(C=C(C=C3)F)F,Active,5,,,60.49,8.92558
394,49826947,19686655,CC(=O)C1=CC(=CC=C1)NC(=S)N2CCC3=CC=CC=C32,Active,5,,,60.47,9.4594
395,14732676,2215441,C1CCCN(CC1)CC(=O)NC2=CC=C(C=C2)Br,Active,5,,,60.47,11.2837
396,7969725,1083209,C1=CC=C2C(=C1)C(=C(O2)C(=O)NC3=CC=C(C=C3)Cl)N,Active,5,,,60.43,5.71541
397,49666291,5900980,CN\1C=CS/C1=N\C(=O)NC2=CC=CC(=C2)C(F)(F)F,Active,5,,,60.4,5.92254
398,24823506,2790523,CC(C(=O)N=NC1=C(N(C2=C1C=C(C=C2)Br)C)O)N3C=NC4=CC=CC=C4C3=O,Active,5,,,60.05,8.15604
399,4264045,1088061,CCOC1=CC=CC=C1NC2=NC(=NC(=N2)N)CSC3=NC=CC(=N3)C,Active,5,,,59.85,8.64034
400,17506387,1717907,CCN1C2=C(C=C(C=C2)NC(=O)COC3=CC=CC=C3)C4=CC=CC=C41,Active,5,,,59.72,0.96718
401,22407425,135521606,CC1CCCC(N1/N=C/C2=CNC3=C2C=C(C=C3)Br)C,Active,5,,,59.72,7.98376
402,57264477,771056,C1CN(CC2=CC=CC=C21)C(=O)/C=C/C3=CC=C(C=C3)F,Active,5,,,59.58,13.5924
403,22416766,2885579,C1=CSC(=C1)C2=CC(NC(=S)N2)C3=CC=C(C=C3)Br,Active,5,,,59.5,13.1081
404,49819437,5336353,CC1=CC=C(S1)/C(=N/NC(=O)C2=CNC3=CC=CC=C32)/C,Active,5,,,59.36,11.852
405,22401613,9661040,C1=CC=C(C=C1)/C=C(/C=N/NC2=NC3=CC=CC=C3N2)\Br,Active,5,,,59.15,5.3693
406,14732183,5190015,CC1=CC(=CC=C1)NC(=S)N=NC2=C(N(C3=CC=CC=C32)CC=C)O,Active,5,,,59.11,10.1853
407,49821744,17578558,C[C@@H](C(=O)NCCC1=CC=CC=C1)NC(=O)[C@@H]2CSC3N2C(=O)C4=CC=CC=C34,Active,5,,,59.1,12.0476
408,49732701,9567055,CCC1=CC=C(S1)/C(=N/NC(=O)C2=CNC3=CC=CC=C32)/C,Active,5,,,58.91,4.35324
409,49677944,7192961,CC1=CC(=C2C(=C1)N=C(S2)NC(=O)C3CC3)C,Active,5,,,58.69,8.91162
410,49676482,16798256,COC1=C(C(=CC=C1)OC)C(=O)NC2=C(C3=C(S2)CN(CC3)CC4=CC=CC=C4)C(=O)N.Cl,Active,5,,,58.63,9.68975
411,14729013,717857,COC1=CC=CC=C1C2=NC(=NO2)C3=CC=C(O3)Br,Active,5,,,58.48,5.0999
412,24784773,2881390,C=CCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC(=CC=C3)[N+](=O)[O-].Br,Active,5,,,58.47,10.5374
413,49665332,1173903,CC1=C(C=C(C=C1)NC(=O)CSC2=NN=NN2C3=CC=CC=C3OC)N,Active,5,,,58.46,3.2923
414,7970720,2873401,CCCCNC(=O)CC1C(=O)NC2=CC=CC=C2N1,Active,5,,,57.85,13.8843
415,17514563,12005862,CC1=C(SC(=C1C(=O)N)NC(=O)C2=CC=CC3=CC=CC=C32)CC4=CC5=C(C=C4)OCO5,Active,5,,,57.81,13.3008
416,846141,6602763,C1CN2C3=CC=CC=C3N(C2=N1)CC(=O)C45CC6CC(C4)CC(C6)C5.Br,Active,5,,,57.79,6.1333
417,17515417,2146435,CCC1=NN=C(S1)NC(=O)/C=C/C2=CC=CO2,Active,5,,,57.7,7.61603
418,843042,645317,CC1=NN=C(C2=CC=CC=C12)NC3=CC=CC=N3,Active,5,,,57.69,4.68184
419,17407155,11958456,CCCCC(=O)NC1=NC(=C(S1)C2=CSC(=N2)NC3=C(C=CC(=C3)OC)OC)C,Active,5,,,57.56,7.77775
420,17414894,2927347,CC1=CC=C(C=C1)NC(=S)N2CCN(CC2)CCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O,Active,5,,,57.45,17.4109
421,85146819,44142675,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)NC(=O)C3=C(N=CN3)C(=O)N,Active,5,,,57.42,6.53719
422,24796559,2981635,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCSC4=NC=NN4,Active,5,,,57.41,11.1091
