PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activation,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent activation of the primary screen at a compound concentration of 11.6 micromolar.,Standard deviation of the confirmation assay derived from the normalized percent inhibition of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,11.6,
1866,24823196,16195424,C=CCNC(=O)CCC(=O)NNC1=NC2=CC=CC=C2C3=NC(=NN31)C4=CC=CC=C4,Active,1,,,12.64,3.98902
1867,47203790,972986,COC1=CC=CC(=C1)NC2=NC(=CS2)C3=CN=CC=C3,Active,1,,,12.63,4.65436
1868,85146538,44142397,COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=C2)SC(=C3C#CCO)C4=CSC=C4,Active,1,,,12.6,3.67868
1869,49679763,4683230,CC1=C(C(=O)N(N1)C(=S)N)N=NC2=CC(=CC=C2)Cl,Active,1,,,12.58,4.31508
1870,17511209,20846868,COC1=C(C(=C(C=C1)/C=N/NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CC=C3)C(=O)O)OC,Active,1,,,12.55,2.7631
1871,17516692,2378082,CCCCNC(=S)NC1=CC=CC2=C1C=CN=C2,Active,1,,,12.53,4.92061
1872,22412894,398297,CNC(=O)OC1=CC=CC(=C1)C2=CN3C=C(C=CC3=N2)Cl,Active,1,,,12.53,0.707131
1873,17508730,802081,CC1=CC(=NC=C1)NC(=S)NC(=O)C2=CC(=C(C=C2)OC)[N+](=O)[O-],Active,1,,,12.51,3.59679
1874,49666197,2767749,C1=CC=C(C=C1)CCNC2=C(C=C(C=C2)[N+](=O)[O-])Br,Active,1,,,12.49,3.47637
1875,4243014,3237796,CC1=CSC2=NC=C(C(=O)N12)C(=O)NC3=NOC=C3,Active,1,,,12.48,2.96589
1876,47204256,675397,COC1=C(C=CC(=C1)N)NC(=O)C2=CC3=CC=CC=C3O2,Active,1,,,12.48,6.32473
1877,14737047,9550878,CC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC(=C(C=C3)OC)OC)SCC(=O)NCC4=CC=CO4,Active,1,,,12.42,4.52926
1878,47197009,2226166,C1=CC(=CC=C1NC(=O)C2=CC3=C(C=C2)N=CN3)OC(F)(F)F,Active,1,,,12.42,1.48797
1879,17505221,9634219,C1=CC=C2C(=C1)NC(=N2)N/N=C/C3=CC=C(O3)C4=CC=C(C=C4)Br,Active,1,,,12.42,1.37149
1880,849115,651586,C1=CC=C(C=C1)C(=O)C2=C(C3=C(O2)C=CC(=C3)Br)N,Active,1,,,12.4,2.35556
1881,17507284,1105118,C1=CC=C2C(=C1)C=C(C=N2)NS(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=CC=C(C=C4)Br,Active,1,,,12.4,0.573245
1882,17410764,3423335,C1=CC(=CC=C1C(=NC2=CC=C(C=C2)Cl)NO)Cl,Active,1,,,12.39,2.65123
1883,22404550,16241570,CC1=CC(=NC(=N1)N/N=C/C2=C(/C(=C\C3=CC=C(C=C3)Cl)/CC2)N4CCOCC4)C.Cl,Active,1,,,12.38,1.43348
1884,850346,652860,C#CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(=O)N)N3CCOCC3,Active,1,,,12.36,2.79314
1885,47199054,6469044,COC1=CC=CC(=C1OC)C(=O)NC2=CC3=C(C=C2)NN=C3,Active,1,,,12.34,3.69916
1886,22414756,9564922,C1=CC=C(C(=C1)C(=O)N/N=C/C2=CC=CO2)NC(=O)C3=CC=C(C=C3)F,Active,1,,,12.32,1.71919
1887,24795645,9587775,C1=CC=NC(=C1)/C(=N/OC(=O)C2=C(C=CC(=C2)Br)Cl)/N,Active,1,,,12.32,2.18126
1888,4248559,715872,CCC1=NOC(=C1C(=O)NC2=CC(=C(C=C2)F)Cl)N,Active,1,,,12.3,0.756818
1889,849983,652490,C1C(NC(C2=C1C3=CC=CC=C3N2)C4=CC5=C(C=C4)OCO5)C(=O)O,Active,1,,,12.29,3.29286
1890,49665884,7084874,COC1=C(C=C(C=C1)CCN2CC3=C(C2=O)C=CC=C3N)OC,Active,1,,,12.29,4.36182
1891,17408453,5725491,CC1=CC(=CC=C1)N/C(=N/C2=NC(=CC(=N2)C)C)/N,Active,1,,,12.27,4.06491
1892,7964575,5307102,CC1=C(C=CC(=C1)NC2=CC(=NC3=NC(=NN23)C)C)Br,Active,1,,,12.24,1.36327
1893,4262831,693230,COC1=CC=C(C=C1)C(=O)C2=C(C3=CC=CC=C3O2)N,Active,1,,,12.23,0.674856
1894,14724020,735963,CCC1=CC2=C(C=C1)OC(=N2)C3=CC(=CC=C3)N,Active,1,,,12.23,1.76496
1895,24818614,2826577,C1=CC=C(C=C1)C(=O)NC(=S)NCCC2=CC=CC=N2,Active,1,,,12.22,2.02631
1896,17402612,1481233,C1=CC=C(C=C1)C(=O)NNC(=O)C2=CC=CC=C2N3C=CC=C3,Active,1,,,12.21,5.50262
1897,56323783,24982649,C1CN2C(=C3C=CC=CC3=[N+]2[O-])C(=N1)C4=CC=C(C=C4)Cl,Active,1,,,12.19,2.08956
1898,22412374,1014486,CC1=NN(C(=C1Br)C(=O)NC2=C(C=C(C=C2)Br)F)C,Active,1,,,12.18,2.9945
1899,47203902,3163404,CC(C)C(=O)NC1=C(C=C(C=C1)Cl)C2=NC3=CC=CC=C3NC2=O,Active,1,,,12.14,3.9281
1900,47196188,1713089,C1=CC(=CC=C1C(=O)/C=C/NC2=C(C=C(C=C2)F)F)Br,Active,1,,,12.13,1.99267
1901,24838626,5308514,CN1CCN(CC1)CCCNC(=O)C2=CC=C(O2)CS(=O)(=O)C3=CC=C(C=C3)Br,Active,1,,,12.12,3.43199
1902,4256652,952399,CCC1=CC2=C(C=C1)OC(=N2)C3=C(C(=CC(=C3)N)C)O,Active,1,,,12.1,2.20382
1903,22402107,7110101,C1OC2=C(O1)C=C3C(=C2)N=C(S3)NC4=NC5=C(C=CC=C5S4)F,Active,1,,,12.08,6.74421
1904,24819518,1485301,C1CC1C(=O)NNC(=O)C2=CC3=CC4=CC=CC=C4N=C3S2,Active,1,,,12.08,1.56444
1905,22400767,9611941,C1CC(CC=C1)/C=N/NC(=O)COC2=CC3=CC=CC=C3C=C2,Active,1,,,12.08,3.79809
1906,26730597,2737834,C1C(=O)N(C(=O)CO1)CCC2=CNC3=CC=CC=C32,Active,1,,,12.04,4.77524
1907,85269079,2389718,C1=CC=C2C(=C1)C(=CC(=N2)C3=CC=NC=C3)C(=O)NC4=CC=C(C=C4)Br,Active,1,,,12.02,0.6687
1908,24826946,9675912,CC\1CCCC/C1=N\NC(=S)NC2=CN=CC=C2,Active,1,,,12.02,1.96969
1909,4260016,242605,C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)O,Active,1,,,12,0.633386
1910,24823313,135439730,COC1=CC=CC=C1C(=O)NCC(=O)N/N=C/C2=C(NN=C2)C3=CC=CC=C3,Active,1,,,12,3.03225
1911,17409913,1485306,C1=CC=C2C(=C1)C=C3C=C(SC3=N2)C(=O)NNC(=O)C4=CC=C(C=C4)F,Active,1,,,11.98,3.02085
1912,17511505,3291305,CCC1(NC(=S)N(N1)C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Active,1,,,11.97,2.00212
1913,7967874,4101591,CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CS3,Active,1,,,11.96,7.81985
1914,24820703,3839615,CN(C)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,Active,1,,,11.95,3.56632
1915,24819423,1488502,C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC(=NC=C2)C3=CN=CC=C3,Active,1,,,11.95,3.49273
1916,47196267,898717,C1=CC=C2C(=C1)C=CC=C2C(=O)NC3=C(C=C(C=C3)Cl)F,Active,1,,,11.91,4.01225
1917,24809233,773427,C1=CC(=CC=C1NC(=O)C2=CC3=NSN=C3C=C2)Cl,Active,1,,,11.9,3.40763
1918,56436732,82516,C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)Cl,Active,1,,,11.9,0.972467
1919,47202395,9585798,COC1=C(C=C(C=C1)/C=N/NC2=NN=CN2N)Br,Active,1,,,11.86,5.33297
1920,24828089,3896657,CC1=NC(=C(C=C1)OCC(=O)NCC2=CC=CS2)[N+](=O)[O-],Active,1,,,11.83,6.54265
1921,49668664,298620,C1=CC=C(C=C1)N=NC2=C3C=CC=NC3=C(C=C2)N,Active,1,,,11.78,4.56591
1922,24831560,2486876,CSC1=C(C=CC=N1)C(=O)NC2=NC3=C(S2)C=C(C=C3)F,Active,1,,,11.74,3.87845
1923,17504636,5719809,CN1C=C(C2=CC=CC=C21)/C=N\NC(=O)C3COC4=CC=CC=C4O3,Active,1,,,11.73,5.77123
1924,22411813,9731752,CC/C(=N/NC1=CC=C(C=C1)Cl)/C2=CN=NC(=N2)SC,Active,1,,,11.72,4.2922
1925,24824509,1484849,CCOC(=O)C1=C2C=CC=CN2C3=C1C=CC(=C3)OCC(=O)NN,Active,1,,,11.71,2.06923
1926,4259551,2243399,C=CCNC1=NC(=NC2=CC=CC=C21)N3CCCC3,Active,1,,,11.7,2.00967
1927,24807379,5378684,CN1C(=NC2=CC=CC=C2C1=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-],Active,1,,,11.69,1.25727
1928,47199098,790574,COC1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2OC,Active,1,,,11.69,2.09462
1929,17432013,135425011,C1=CC=C2C=C(C=CC2=C1)C3=NNC(=C3)C(=O)N/N=C/C4=CNC5=CC=CC=C54,Active,1,,,11.69,5.19067
1930,49644074,1077808,COC1=CC=C(C=C1)CC2=NN=C(S2)NC(=O)C3=CC(=CC(=C3)OC)OC,Active,1,,,11.65,2.89322
1931,17403242,878901,CC1=C(C=C(C=C1)NCCC(=O)C2=CC=CS2)Cl,Active,1,,,11.63,3.89905
1932,7970316,2414873,C1=CC=C2C(=C1)N=C(S2)NC(=O)C3=CC=C(S3)Cl,Active,1,,,11.62,2.29669
1933,49727118,1017657,COC1=C(C=C(C=C1)NC(=O)C2=CC=CO2)NC(=O)C3=CC=CC=C3F,Active,1,,,11.61,1.79845
1934,4257330,797034,CC1=CC=C(C=C1)NCC2=NC3=CC=CC=C3N2C,Active,1,,,11.59,3.81727
1935,26658570,5346517,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O/N=C(/C2=CC=CC=N2)\N,Active,1,,,11.57,6.01728
1936,56436650,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Active,1,,,11.56,1.58251
1937,7970783,5310303,CC1=CC(=CC=C1)N2C3=NC(=NC(=C3NC2=O)C(=O)N)C4=CC=CC=C4Cl,Active,1,,,11.56,2.7971
1938,26726706,2811266,CCCC1=C(C=NN1C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)N4CCOCC4,Active,1,,,11.55,1.68506
1939,24792639,970898,COC1=CC(=C(C=C1)NC(=O)NC2=CN=CC=C2)OC,Active,1,,,11.52,2.1939
1940,49817353,135550912,C1=CC=C2C=[N+](C=CC2=C1)C3=C(SC(=O)N3)/C=N/NC(=O)C4=CC=CC=C4[O-],Active,1,,,11.5,2.65121
1941,22410282,6369798,CC1=CC(=C(C(=C1)Br)OCC2=CC=C(C=C2)C(=O)N/N=C/3\CC4C3C=CC4)Br,Active,1,,,11.47,2.17897
1942,24791486,9565763,C1COCCN1C2=NC(=C(S2)/C=N/NC(=O)C3=CC=C(C=C3)O)C4=CC=CC=C4,Active,1,,,11.47,3.64898
1943,17406916,6874046,COC1=C(C=C(C=C1)/C=N/NC(=O)C2=CC=NN2)COC3=CC=C(C=C3)Cl,Active,1,,,11.45,2.52712
1944,14722325,345777,C1=CC=C2C(=C1)C=CC3=C2N=C(N3)C4=CC=CC=N4,Active,1,,,11.45,1.62802
1945,49679643,24762056,COC1=CC2=C(C=C1)C3=C(C2=NNC4=CC=C(C=C4)C(=O)O)C=C(C=C3)OC,Active,1,,,11.43,5.15295
1946,47201106,1070671,CC1=NC2=C(C=CC(=C2)[N+](=O)[O-])C(=O)N1C3=CC=C(C=C3)Br,Active,1,,,11.38,5.68644
1947,22401519,9557743,C1=CC=C2C(=C1)N=C(N2/N=C/C3=CC=C(S3)[N+](=O)[O-])N,Active,1,,,11.36,3.38975
1948,22401774,6884770,C1=CC=C2C=C(C=CC2=C1)NCC(=O)N/N=C/C3=CC=C(O3)[N+](=O)[O-],Active,1,,,11.36,1.51035
1949,49643869,739653,CC1=NC2=C(C=C(C=C2)Cl)C(=O)N1C3=CC=C(C=C3)[N+](=O)[O-],Active,1,,,11.36,1.76701
1950,24815236,7190801,COC1=CC=C(C=C1)C(=O)CSC2=NN3C(=NN=C3C4=CN=CC=C4)C=C2,Active,1,,,11.32,1.85546
1951,22405651,5797347,CC1CCC/C(=N/NC(=O)C2=CC=CC=C2N3C=CC=C3)/C1,Active,1,,,11.31,4.28693
1952,17509759,5961114,CCN(CC)C1=CC=C(C=C1)/C=C\2/C(=O)NC(=O)N2,Active,1,,,11.3,1.83429
1953,14741243,3077444,CS(=O)(=O)O.C1CC2=C3C(=NCCN3C4=C2C=C(C=C4)C5=CC=CC=C5)C1,Active,1,,,11.3,1.43333
1954,14740195,1301790,CCN1C=C(C(=N1)C(=O)NC2=C(C=C(C=C2)Cl)Cl)Br,Active,1,,,11.28,2.118
1955,49823911,6465963,C1=CC(=C(C=C1Cl)NC(=O)NC2=NOC=C2)Cl,Active,1,,,11.27,5.20114
1956,24786853,135431537,C1OC2=C(O1)C=C(C=C2)N=NC3=C(NNC3=O)N,Active,1,,,11.25,2.68003
1957,7974469,767774,COC1=C(C=C(C=C1)Cl)NC(=O)C2=CN=CC=C2,Active,1,,,11.23,4.3563
1958,24815145,7087630,C1=CC2=C(N=C1)SC(=N2)C3=CC=C(C=C3)NC(=O)C4=CN=C(C=C4)Cl,Active,1,,,11.22,6.90437
1959,24808458,1092467,C1=CC(=CC(=C1)Cl)NC2=NC(=CS2)C3=CC=NC=C3,Active,1,,,11.19,4.49773
1960,22402230,135521525,C1=CC=C2C(=C1)C=CC3=C2NC=C3/C=N/NC(=O)C4=CC=C(C=C4)[N+](=O)[O-],Active,1,,,11.15,4.02653
1961,865306,666560,CC1=CC=C(C=C1)N2C(=NC3=C(C2=O)C(=O)C4=CC=CC=C4O3)C,Active,1,,,11.13,1.28038
1962,46500400,5311036,CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl,Active,1,,,11.12,4.48249
1963,26658444,346902,C1=CC=C(C=C1)C2=NC3=CC=CC=C3NC2=O,Active,1,,,11.1,2.12401
1964,860328,661627,CC1=CC(=NC(=N1)NC2=NC(=C(S2)C(=O)C)C)OC,Active,1,,,11.1,3.47533
1965,7965304,953023,CC1=C(C=C(C=C1)C2=NN3C(=NN=C3S2)C)NC(=O)C,Active,1,,,11.09,3.31858
1966,26662936,949688,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)Cl,Active,1,,,11.07,3.1658
1967,17516841,2604248,CCOC1=CC=C(C=C1)NC(=O)CNC(=O)COC2=CC=CC=C2,Active,0,,,11.04,1.05187
1968,24819800,3816222,CC1=C(C(=O)NN1C2=CC=C(C=C2)F)C3=CC=CC=N3,Active,0,,,11.01,6.08424
1969,14740617,1007339,COC1=CC=CC=C1NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Br,Active,0,,,10.99,3.16743
1970,17402041,11957266,C1=CC=C2C(=C1)N=C(C3=NN=NN23)NC4=CC=CC=C4F,Active,0,,,10.98,5.25348
1971,17408858,6868942,CN1C=C(C=CC1=O)C(=O)N/N=C/C(=C\C2=CC=CC=C2)/Br,Active,0,,,10.98,1.30635
1972,4254756,976322,COC1=C(C=C(C=C1)C2=NC3=CC=CC=C3S2)O,Active,0,,,10.97,7.1926
1973,7974404,206793,CCN1CCN2C3=C(C=C(C=C3)C)C4=C2C1CCC4,Active,0,,,10.96,3.34876
1974,47198280,868345,CC1=C(C(=CC=C1)C)OCCN2CCCC2,Active,0,,,10.95,1.81978
1975,17510939,6868943,CN1C=C(C=CC1=O)C(=O)N/N=C/C(=C/C2=CC=CC=C2)/Br,Active,0,,,10.94,2.87623
1976,26657935,6893174,COCCNC(=S)N/N=C/C1=CC=C(O1)C2=CC=C(C=C2)[N+](=O)[O-],Active,0,,,10.94,2.17659
1977,4258219,752561,COC1=CC(=C(C=C1)OC)NC2=NC3(CCCC3)N=C(N2)N,Active,0,,,10.92,1.81061
1978,26726821,135435537,CC1=CC(=O)NC(=N1)C2=CC=C(C=C2)C(F)(F)F,Active,0,,,10.89,1.25356
1979,49644671,762785,CC(=O)NC1=CC=C(C=C1)C2=NC3=CC=CC=C3O2,Active,0,,,10.87,6.97239
1980,47198770,2267831,CC1=C(C=CC(=C1)N/C=C/C(=O)C2=CC=CC=C2)Br,Active,0,,,10.86,3.73896
1981,49642412,3153362,CC1=CC(=CC=C1)NC(=O)C2=CC(=O)NC3=CC=CC=C32,Active,0,,,10.83,3.92556
1982,85269472,2683544,C1=CC2=C(C=C1C(=O)NC3=C(C=C(C=C3)Cl)F)C(=O)N(C2=O)CC4=CC=NC=C4,Active,0,,,10.81,6.5007
1983,7969310,780878,C1=CC(=CC=C1C2=CC(=NN2)N)Br,Active,0,,,10.81,7.19695
1984,4257275,807852,CC(=O)NC1=CC(=C(C=C1OC)NC(=O)C2=CC=CC=C2)OC,Active,0,,,10.8,3.88497
1985,47199617,2973496,CN(C)CCNC(=O)C1=C(C2=C(S1)N=C(C=C2C(F)(F)F)C3=CC=CC=C3)N,Active,0,,,10.77,4.17392
1986,47195923,681349,CC1=C(C(=O)NN1)N=NC2=CC(=C(C=C2)Br)Cl,Active,0,,,10.77,0.589646
1987,24811783,9566680,C1=CC=C2C(=C1)NC(=N2)N/N=C/C3=CC=NC=C3,Active,0,,,10.76,3.47682
1988,24824020,16195633,C1OC2=C(O1)C=C(C=C2)C(=O)NC3=NN=C(S3)SCC(=O)NCC4=CC=CO4,Active,0,,,10.74,3.99164
1989,17514061,9638453,C1=CC=C(C(=C1)C2=CC=C(O2)/C=N/NC3=NC4=CC=CC=C4N3)F,Active,0,,,10.71,1.3065
1990,26658753,9621112,C/C(=N\NC(=O)C(=O)NCCO)/CC(=O)NC1=CC(=C(C=C1OC)Cl)OC,Active,0,,,10.71,0.757784
1991,7973802,5927555,CC1=C(SC(=N1)/N=C\N(C)C)C(=O)NC2=CC=CC=C2,Active,0,,,10.7,2.80768
1992,24804610,925621,CCN1C(=NN=N1)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Active,0,,,10.66,1.22627
1993,22404992,738484,C1=CC(=CC=C1C2=CSC(=N2)C3=CC=NC=C3)Br,Active,0,,,10.66,3.39325
1994,49644010,9582640,CCOC(=O)C1=C(N=C(S1)N/N=C/C2=CC=C(C=C2)N(C)C)C,Active,0,,,10.64,4.17801
1995,22407819,135505898,C1CC1N=C2NN=C(CS2)C3=CNC4=CC=CC=C43,Active,0,,,10.63,0.745393
1996,858968,660271,CC1=NC2=CC=CC=C2C(=C1)C3=NC4=CC=CC=C4O3,Active,0,,,10.62,5.04042
1997,74373423,135871441,CCC1=CC=C(C=C1)N=NC2=C3C(=C(C=C2)O)NC=N3.[Cl-],Active,0,,,10.61,2.79457
1998,14740350,736985,COC1=CC(=CC(=C1)C2=NC3=CC=CC=C3S2)OC,Active,0,,,10.6,2.55533
1999,17506629,898647,CCCN1C2=CC=CC=C2N=C1NC(=S)NC3=CC=CC=C3,Active,0,,,10.52,4.09783
2000,17402678,4593118,CN1C=CC=C1C(=O)C(=O)NC2=C(C(=CC=C2)Cl)Cl,Active,0,,,10.5,1.20219
2001,22409884,2523277,C1=CC(=CC=C1C(F)(F)F)NC(=O)C2=CC3=C(C=C2)N=CN3,Active,0,,,10.48,3.58553
2002,24815063,3616161,C1=CC=C(C(=C1)C(=O)NCCC2=CC=C(C=C2)Cl)C(=O)O,Active,0,,,10.47,4.5947
2003,22406952,2443356,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)NC2=C(C=C3C4=CC=CC=C4OC3=C2)OC,Active,0,,,10.41,2.92511
2004,846004,648371,COC1=CC(=C(C=C1NC(=O)C2=CC=CO2)OC)NC(=O)C3=CC=CS3,Active,0,,,10.41,3.29354
2005,7971355,5310448,COC1=CC=CC(=C1OC)C2=NC(=C3C(=N2)N(C(=O)N3)C4=CC=CC=C4)C(=O)N,Active,0,,,10.33,2.04223
2006,57266454,135455820,C1=CC=C(C=C1)C2=CC(=NC3=C2C4=C(S3)C(=O)NC=N4)C(F)F,Active,0,,,10.31,3.73989
2007,17511189,3616628,CCOC1=CC2=C(C=C1)N(C(=C2N=O)O)C,Active,0,,,10.31,4.94718
2008,49727300,5404733,C1OC2=C(O1)C=C(C=C2)/C=N\NC(=O)C3=CC(=CN=C3)Br,Active,0,,,10.28,1.08642
2009,17410294,1483717,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=C(C=C3)C(F)(F)F,Active,0,,,10.26,1.82208
2010,49641291,972722,CC1=NC(=CC=C1)NC2=NC(=CS2)C3=CC=C(C=C3)F,Active,0,,,10.26,2.17987
2011,24811175,6882265,C1=CC2=C(C(=C1)SCC(=O)N/N=C/C3=CN=CC=C3)N=CC=C2,Active,0,,,10.25,2.15392
2012,49821430,2989515,CC1C(OC2=CC=CC=C2O1)C(=O)NC3=NC=CS3,Active,0,,,10.22,5.53032
2013,17402629,5525379,CN(C)C1=CC=C(C=C1)/C=N\NC(=O)C2=CSN=N2,Active,0,,,10.22,3.39232
2014,17513941,9557817,CC1=C(NC2=C1C=CC=C2[N+](=O)[O-])C(=O)N/N=C/C(C)C,Active,0,,,10.19,4.21859
2015,24823007,5953874,C1=COC(=C1)/C=C\2/C(=O)N(C(=N)S2)C3=NC=CS3,Active,0,,,10.18,2.69742
2016,4262717,231380,C1=CC=C2C(=C1)C(=O)N(C2=O)CCC3=CC=CC=N3,Active,0,,,10.12,2.72271
2017,24789759,348698,CC1=CC2=C(C=C1)OC(=N2)C3=CC(=CC=C3)N,Active,0,,,10.11,2.77963
2018,17387251,4197825,CC1=CC=C(C=C1)NC(=O)NC2=C(C=C3C4=CC=CC=C4OC3=C2)OC,Inactive,0,,,10.08,3.63147
2019,14738755,726942,CCOC1=CC=C(C=C1)C2=NC3=CC(=NN3C(=C2)C)C(=O)N,Inactive,0,,,10.08,1.26134
2020,49648728,135608244,COC1=C2C=C(NC2=C(C=C1)OC)C(=O)N/N=C/C3=C(C(=CC=C3)OC)O,Inactive,0,,,10.07,1.00953
2021,17507151,9591980,C/C(=N\NC(=O)C(C1=CC=CC=C1)OC)/CC(=O)NC2=CC(=C(C=C2OC)Cl)OC,Inactive,0,,,10.06,2.36733
2022,24828339,5148266,CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)Cl,Inactive,0,,,10.06,5.0401
2023,46500435,5353365,CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=CC=C3)Cl,Inactive,0,,,10.06,3.04751
2024,3715992,2125057,CC1=CSC(=N1)SCC(=O)NC2=NC=C(C=C2)Cl,Inactive,0,,,10.01,0.978482
2025,17505436,9681739,C/C(=N\NC(=O)C(=O)NC1=C(C=CC(=C1)Cl)Cl)/C2=CC=NC=C2,Inactive,0,,,10.01,2.54983
2026,4241668,674827,COC(=O)C1=CC=CC=C1NC(=O)CN2C=CN=C2,Inactive,0,,,10,1.80048
2027,51085700,135853302,C1CCC(C1)NC(=O)C2=C(N=C3N(C2=O)C=CS3)O,Inactive,0,,,9.99,2.13112
2028,24814890,46496103,COC1=C(C(=C(C=C1)/C=N/NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=C(C=C3)F)C(=O)O)OC,Inactive,0,,,9.97,3.10488
2029,24824213,7190888,CC1=CSC(=N1)NC(=O)CSC2=NN3C(=NN=C3C4=CC=NC=C4)C=C2,Inactive,0,,,9.95,2.43019
2030,7970893,5044706,CC1=C(C=C(C=C1)N2C(=O)C(=CNC2=O)C(=O)NC3=CC4=C(C=C3)OCO4)C,Inactive,0,,,9.94,2.28604
2031,4254736,757874,C1=CC=C2C(=C1)C=CC=C2C3=NC(=NO3)C4=CC=CC=N4,Inactive,0,,,9.93,0.667051
2032,24804627,808190,COC1=CC=CC=C1NC(=O)NC2=CN=CC=C2,Inactive,0,,,9.89,0.576408
2033,17506527,805979,C1=CC=C(C=C1)NC(=S)C2=NC3=CC=CC=C3S2,Inactive,0,,,9.88,4.02871
2034,47201487,4619062,CN1C2=C(C=C(C=C2)Cl)C=C1C(=O)N3CCC(CC3)C(=O)N,Inactive,0,,,9.88,2.38749
2035,7974540,721095,CC1=CC=C(C=C1)N2N=C3C=CC(=CC3=N2)N,Inactive,0,,,9.88,2.1951
2036,24828847,16241391,CCOC1=CC=C(C=C1)/C=N/N2C=C(NC2=S)C3=CC=CC=C3,Inactive,0,,,9.87,2.64598
2037,17432283,135425017,C1C(OC2=CC=CC=C2O1)C(=O)N/N=C/C3=CNC4=CC=CC=C43,Inactive,0,,,9.86,1.76065
2038,24790846,1250795,CN1C2=C(C=C(C(=C2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])Br)N(C1=O)C,Inactive,0,,,9.85,1.92567
2039,24793643,6458298,C1OC2=C(O1)C=C(C=C2)C3=NC(=NO3)C4=CC=CC=C4,Inactive,0,,,9.85,1.31906
2040,4259630,775981,CC1=CC=CC=C1C2=CC(=NN2)C3=CC=CC=C3O,Inactive,0,,,9.83,2.17085
2041,847530,649937,CCOC1=CC=CC=C1NC(=O)C2=CC3=NC=CN=C3C=C2,Inactive,0,,,9.82,4.21107
2042,22412819,5210304,CN1C2=CC=CC=C2N=C1N=NC3=CC=CC=C3,Inactive,0,,,9.8,1.59605
2043,47202428,2849640,C1=CC=C2C(=C1)N(C(=N)N2N)CC(=O)C3=CC=C(C=C3)Br.Br,Inactive,0,,,9.78,1.9036
2044,14728584,9547814,COC1=C(C=C2C(=C1)C(=O)C=C(N2)C3=CC(=CC=C3)F)OC,Inactive,0,,,9.78,1.11071
2045,14729247,4219136,CC1=C(C(=NO1)C(=O)C)C(=O)NC2=NC=CS2,Inactive,0,,,9.78,1.86203
2046,22400466,5180537,COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3N,Inactive,0,,,9.76,1.85521
2047,26665936,3769533,CN1C(=C(SC1=S)C(=O)NC2=CC=CC=C2F)N,Inactive,0,,,9.76,3.5869
2048,24829779,727889,C1=CC=C(C(=C1)C(=O)NN)N2C=CC=C2,Inactive,0,,,9.74,2.09327
2049,24806730,1088600,CN1C2=C(C=C(C=C2)C(=O)NC3=CC=CC=C3OC)N=N1,Inactive,0,,,9.73,1.56669
2050,24815263,7087668,CCOCC(=O)NC1=CC=CC(=C1C)C2=NC3=C(S2)N=CC=C3,Inactive,0,,,9.72,5.01723
2051,7966434,5308230,CN1CCN(CC1)CCCNC(=O)C2=CC3=C(S2)N(N=C3C4=CC=C(C=C4)Cl)C,Inactive,0,,,9.71,2.9036
2052,49721980,2704586,CN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NC3=CC4=C(C=C3)OCO4,Inactive,0,,,9.69,1.41616
