SMILES,CYP2C9 Substrate Class,CYP2D6 Substrate Class,CYP3A4 Substrate Class,CYP2C9 Activity Class,CYP2D6 Activity Class,CYP3A4 Activity Class,CYP2C9 Inhibitor Class,CYP2D6 Inhibitor Class,CYP3A4_ Inhibitor Class
COC1=C(C=CC=C1)C(=O)OC2=CC=C(C=C2)C(C3=C(O)NN=C3C)C4=C(O)NN=C4C,1,1,1,0,0,0,0,0,0
COC1=C(OC(=O)C2=C(OC)C=CC=C2)C=CC(=C1)C(C3=C(O)NN=C3C)C4=C(O)NN=C4C,1,1,1,1,0,0,subs/inhib,0,0
COC1=CC=C(C=C1C)C(NC2=CC=CC=N2)C3=C(O)C4=NC(C)=CC=C4C=C3,1,1,,1,0,0,subs/inhib,0,NA
CC1=CC=C(CN2C(CC3=CC=CC=C3)=NC4=CC=CC=C24)C=C1,1,1,1,0,0,1,0,0,subs/inhib
CCOC1=CC(=CC=C1OC)C(NC2=NC=CC(C)=C2)C3=C(O)C4=NC=CC=C4C=C3,1,1,1,0,0,0,0,0,0
CC1=CC=C2C=CC(C(NC3=NC=CC=C3)C4=CC=CC=C4)=C(O)C2=N1,1,1,1,1,0,0,subs/inhib,0,0
OC1=C(Cl)C(=CC=C1)C(NC2=NC=CC=C2)C3=C(O)C4=NC=CC=C4C=C3,1,0,0,0,0,0,0,0,0
CCOC1=CC=C(NC(=O)CN2C=C(C(=O)C3=CC=CS3)C4=C2C=CC=C4)C=C1,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CC1=CC=CC(NC(C2=CC=CC=C2C)C3=C(O)C4=NC(C)=CC=C4C=C3)=N1,1,1,1,1,0,0,subs/inhib,0,0
CCOC1=CC=C(NC(=O)CN2C=C(C(=O)C3=CC=CC=C3)C4=C2C=CC=C4)C=C1,1,1,1,0,1,1,0,subs/inhib,subs/inhib
COC1=CC=C(Br)C2=C1C3=C(C2)SC(NC(=O)C4=C(SC)C=CC=C4)=N3,0,0,1,0,0,1,0,0,subs/inhib
COC1=CC=C(Br)C2=C1C3=C(C2)SC(NC(=O)C4=CC=CC(C)=C4)=N3,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC1=C(NC(=O)CN2C=C(C(=O)C3CCCCC3)C4=CC=CC=C24)C=CC=C1Cl,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=C(C)C(NC(=O)CN2C=C(C(=O)C3=CC=CO3)C4=CC=CC=C24)=CC=C1,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=CC=C(C)C(NC(=O)CN2C=C(C(=O)C3=CC=CO3)C4=CC=CC=C24)=C1,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CC1=CC=CC(C)=C1NC(=O)CN2C=C(C(=O)C3=CC=CO3)C4=CC=CC=C24,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CCOC1=CC=C(NC(=O)CN2C=C(C(=O)C3=CC=CO3)C4=CC=CC=C24)C=C1,,1,1,1,1,1,NA,subs/inhib,subs/inhib
COC1=CC=CC(=C1)C2=C(O)C(=O)C3=CC(C)=CC=C3O2,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=CC(NC(C2=CC=CC=C2F)C3=C(O)C4=C(C=CC=N4)C=C3)=NC=C1,1,0,1,0,0,0,0,0,0
CCOC1=CC(=CC(OCC)=C1OCC)C(=O)NC2=C(C)C=C(C=C2)C3=NC4=C(O3)C=CC=N4,1,0,1,1,0,0,subs/inhib,0,0
COC1=C(OCCN2C(NC(=O)C3=C(Cl)C=CC=C3)=NC4=C2C=CC=C4)C=CC=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
NC1=NC(NC2=CC=C(Br)C=C2)=C(C(N)=N1)[S+]([O-])(=O)C3=CC=CC=C3,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC(C)C1=CC=C(NC2=C(N=C3C=CC=CN23)C4=NC=CC=C4)C=C1,1,0,1,1,0,0,subs/inhib,0,0
COC1=CC=C(NC(=O)CSC2=C(N=C(O2)C3=CC=CS3)[S+]([O-])(=O)C4=CC=C(Br)C=C4)C(OC)=C1,,1,1,1,0,1,NA,0,subs/inhib
COC1=C(NC(=O)CSC2=C(N=C(O2)C3=CC=CS3)[S+]([O-])(=O)C4=CC=C(Br)C=C4)C=CC=C1,,1,1,1,1,1,NA,subs/inhib,subs/inhib
COC(=O)C1=C(C2=CC=CC=C2)C3=CC=CC=C3[S+]([O-])(=O)N1CC(=O)NC4=C(Cl)C=CC=C4,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(NC(=O)C2=C(C)NC3=NC(SCC4=CC=CC=C4C)=NN3C2C5=CC(OC)=C(O)C(OC)=C5)C=C1,0,0,1,0,0,1,0,0,subs/inhib
COC(=O)C1=C(NC2=CC=CC=C2C1=O)SCC(=O)NC3=CC(C)=CC(C)=C3,1,0,1,0,0,1,0,0,subs/inhib
CCN1C=C2N=C(SCC(=O)NC3=CC(OC)=C(OC)C=C3)N(CC4=CC=C(Cl)C=C4)C(=O)C2=N1,0,0,1,1,1,1,1,1,subs/inhib
CCCCN1C=NC2=CC(NCC3=CC=CC=C3Cl)=CC=C12,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CC1=CC=C(NC(=O)CN2C3=C(SC=C3)C(=O)N(CCC(=O)NCC4=CC=C5OCOC5=C4)C2=O)C(C)=C1,0,0,1,1,1,1,1,1,subs/inhib
CC1=CC=CC2=NC(=C(NC3=CC=CC=C3)N12)C4=NC=CC=C4,1,0,1,1,0,0,subs/inhib,0,0
CC1=CC=CC2=NC(=C(NC3=CC=C(F)C=C3)N12)C4=NC=CC=C4,1,0,1,1,0,0,subs/inhib,0,0
CC1=CN2C(C=C1)=NC(=C2NC3=CC=CC=C3C)C4=NC=CC=C4,0,0,1,1,0,0,1,0,0
CC1=CC2=NC(=C(NC3=CC=CC=C3C)N2C=C1)C4=NC=CC=C4,1,0,1,1,0,0,subs/inhib,0,0
ClC1=CC=CC(NC(=O)CN2C3=C(SC=C3)C(=O)N(CCCCCC(=O)NCC4=CC5=C(OCO5)C=C4)C2=O)=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=CC(NC(=O)CN2C3=C(SC=C3)C(=O)N(CC(=O)NCC4=CC=C(C)C=C4)C2=O)=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CC1=CC=C(NC(=O)CN2C(=O)N(CCC(=O)N3CCC4=C(C3)C=CC=C4)C(=O)C5=CC=CC=C25)C(C)=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC1=CC=CC(NC(=O)CN2C(=O)N(CC3=CC=C(C=C3)C(=O)NCC4=CC=C5OCOC5=C4)C(=O)C6=CC=CC=C26)=C1,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CCOC1=C(NC(=O)CN2C(=O)N(CCC(=O)NCC3=CC4=C(OCO4)C=C3)C(=O)C5=CC=CC=C25)C=CC=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(NC(=O)CSC2=NC=C(N2)C3=CC=C(Cl)C=C3)C=C1OC,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=CC=C(C=C1)C2=NC(SCC(=O)NC3=CC4=C(OCO4)C=C3)=C(N2)C5=CC=CC=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
FC1=CC=C(C=C1)C2=NC(SCC(=O)NC3=CC4=C(OCO4)C=C3)=C(N2)C5=CC=C(F)C=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(C=C1)C2=NC(SCC(=O)NC3=CC4=C(OCO4)C=C3)=C(N2)C5=CC=C(OC)C=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CCOC(=O)C1=CC=C(C=C1)N2C(C3=C(NN=C3C4=CC=CO4)C2=O)C5=CC=C(C)C=C5,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CCC(=O)N1CCC2=CC(=CC=C12)[S+]([O-])(=O)NC(CC3=CC=CC=C3)C(=O)NCC4=CC(OC)=CC=C4,,0,1,0,0,1,NA,0,subs/inhib
CC1=NOC(\C=C\C2=CC=CS2)=C1[S+]([O-])(=O)N3CCC(CC3)C(=O)NC4=C(C)C=CC(C)=C4,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=NOC(\C=C\C2=CC=CS2)=C1[S+]([O-])(=O)N3CCC(CC3)C(=O)NCC4=CC=C(Cl)C=C4,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CCC1=CC=C(C=C1)C2=NC(CSCC(=O)NCC3=CC=C(C)C=C3)=C(C)O2,1,1,1,1,0,1,subs/inhib,0,subs/inhib
COC1=C(CN2C=C(C(=O)C3=CC=C(Cl)C=C3)C(=O)C4=CC5=C(OCCO5)C=C24)C=CC=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COCCCNC(=O)CCC(=O)NNC1=NC2=CC=CC=C2C3=NC(=NN13)C4=CC=CC=C4,,0,1,1,0,0,NA,0,0
CC1=NN2C(=N1)C3=CC=CC=C3N=C2NNC(=O)CCC(=O)N4CCN(CC4)C5=CC=CC=C5,,0,1,0,0,0,NA,0,0
CCOCCCNC(=O)CCC(=O)NNC1=NC2=CC=CC=C2C3=NC(=NN13)C4=CC=CC=C4,,0,1,1,0,0,NA,0,0
CC1=NN2C(=N1)C3=CC=CC=C3N=C2NNC(=O)CCC(=O)N4CCN(CC4)C5=CC=C(F)C=C5,,0,1,1,0,1,NA,0,subs/inhib
CC1=NN2C(=N1)C3=CC=CC=C3N=C2NNC(=O)CCC(=O)N4CCN(CC4)C5=CC=CC=C5F,,0,1,0,0,0,NA,0,0
CC1CN(CCN1C2=CC=CC(C)=C2)C(=O)CCC(=O)NNC3=NC4=CC=CC=C4C5=NC(C)=NN35,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC1=NN2C(=N1)C3=CC=CC=C3N=C2NNC(=O)CCC(=O)N4CCN(CC4)C5=CC(Cl)=CC=C5,,0,1,0,0,1,NA,0,subs/inhib
CC1=NN2C(=N1)C3=CC=CC=C3N=C2NNC(=O)CCC(=O)N4CCN(CC4)C5=CC(Cl)=CC=C5C,,0,1,1,0,1,NA,0,subs/inhib
COC1=CC=C(CN2C(CCC(=O)NC3=CC(OC)=CC=C3)=NC4=CC=CN=C24)C=C1,0,1,1,1,1,1,1,subs/inhib,subs/inhib
COC1=CC=C(CN2C(CCC(=O)NC3=CC=C(C)C(C)=C3)=NC4=CC=CN=C24)C=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=CC=C(CN2C(CCC(=O)NC3=CC(C)=CC(C)=C3)=NC4=CC=CN=C24)C=C1,0,0,1,1,1,1,1,1,subs/inhib
CCC1=CC=C(C=C1)C(=O)C2=CN(CC(=O)NC3=CC=C(OC)C(OC)=C3)C4=CC=C(C)C=C4C2=O,1,0,1,1,0,1,subs/inhib,0,subs/inhib
OC(=O)C1=CC(NC(=O)CSC2=NC(=NC3=C2CC4=C(O3)C=CC=C4)C5=CC=C(F)C=C5)=CC=C1,1,0,0,0,0,0,0,0,0
COC1=CC=CC=C1NC(=O)C2=C(NC(=O)C3=CC=CC=C3C(F)(F)F)C4=C(O2)C=CC=C4,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CCOC(=O)N1CCC2=C(C1)SC3=C2C(=O)N(CC4=CC=CC=C4)C(=O)N3CC(=O)NC5=CC=C(F)C=C5,0,1,1,1,1,1,1,subs/inhib,subs/inhib
CCOC(=O)N1CCC2=C(C1)SC3=C2C(=O)N(CC4=CC=CC=C4)C(=O)N3CC(=O)NC5=CC(C)=CC=C5,0,1,1,1,1,1,1,subs/inhib,subs/inhib
CCOC(=O)N1CCC2=C(C1)SC3=C2C(=O)N(CCC4=CC=CC=C4)C(=O)N3CC(=O)NC5=CC(C)=CC=C5,0,0,1,1,1,1,1,1,subs/inhib
COC1=CC(Cl)=C(C)C=C1NC(=O)CSC2=NC=C(C(=O)N2)[S+]([O-])(=O)C3=CC=C(C=C3)C(C)(C)C,,0,1,1,0,1,NA,0,subs/inhib
CCN1CCN(CCCNC(=O)C2=CC3=C(S2)C4=C(C)C=CC=C4OC3)CC1,0,1,0,0,0,0,0,0,0
CC(C)(C)C1=CC=C(C=C1)[S+]([O-])(=O)C2=CN=C(NC2=O)SCC(=O)NC3=CC=C(F)C(Cl)=C3,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COCCN1C(=O)C2=C(N=C1SCC(=O)NC3=CC=C(F)C(Cl)=C3)C4=C(O2)C=CC=C4,0,1,1,1,1,1,1,subs/inhib,subs/inhib
CCOC1=CC=C2N=C(SC2=C1)N3CCC(CC3)C(=O)NC4=C(CC)C=CC=C4,1,0,1,1,1,1,subs/inhib,1,subs/inhib
FC1=CC=C(C=C1)N2CCN(CC2)C(=O)CSC3=NC4=CC=CC=C4N3CC5=CC=CC(F)=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
FC1=CC=C(C=C1)N2CCN(CC2)C(=O)CSC3=NC4=CC=CC=C4N3CC5=CC=CC(Cl)=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=CC(CN2C(SCC(=O)N3CCN(CC3)C4=CC=C(F)C=C4)=NC5=CC=CC=C25)=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=CC=C(CN2C(SCC(=O)N3CCN(CC3)C4=CC=C(F)C=C4)=NC5=CC=CC=C25)C=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
FC1=CC=C(C=C1)N2CCN(CC2)C(=O)CSC3=NC4=CC=CC=C4N3CC5=CC=C(C=C)C=C5,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CC1=C(CN2C(SCC3=CC=C(C)C=C3)=NC4=CC=NC=C24)N=C(O1)C5=CC=CC=C5C,0,1,1,1,1,1,1,subs/inhib,subs/inhib
CC1=C(CN2C(SCC3=C(F)C=CC=C3)=NC4=CC=NC=C24)N=C(O1)C5=CC=CC=C5F,0,0,1,1,0,1,1,0,subs/inhib
CC1=C(CN2C(SCC3=C(F)C=CC=C3)=NC4=CC=NC=C24)N=C(O1)C5=CC(Cl)=CC=C5,0,0,1,1,1,1,1,1,subs/inhib
CC1=CC(C)=C(CN2C3=CC=CC=C3C4=C2C(=O)N(CC(=O)NCC5=CC=CC=N5)N=C4)C(C)=C1,1,0,1,0,0,1,0,0,subs/inhib
CC1CCN(CC1)C(=O)C2=CC=C(CSC3=NC4=CC=NC=C4N3CC5=CC=CC(C)=C5)C=C2,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=CC=C(CN2C(SCC3=CC=C(C=C3)C(=O)N4CCCCCC4)=NC5=CC=NC=C25)C=C1,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CNC(=O)C1=CC=C(CSC2=NC3=CC=NC=C3N2CC4=CC=C(C)C=C4)C=C1,0,0,0,1,0,1,1,0,1
COC1=CC=C(CN2C(SCC3=CC=C(C=C3)C(=O)NC4CCCC4)=NC5=CC=NC=C25)C=C1,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=C2C=NN(CC(=O)NCC3=CC=CC=C3)C(=O)C2=C(C)N1CC4=CC=C(C)C=C4,0,0,1,0,1,0,0,1,0
CCOC1=CC=C(C=C1)C2=CC(NC(=O)NC3=CC=CC=C3Cl)=C(S2)C(=O)OC,1,0,1,1,0,0,subs/inhib,0,0
CC1=CC=CN2C(=O)C3=C(N=C12)N(C4=NN=C(SCC5=CC=C(Cl)C=C5)S4)C(=O)C(=C3)C#N,1,0,1,1,0,0,subs/inhib,0,0
CC1=CN2C(=O)C3=C(N=C2C=C1)N(C4=NN=C(SCC5=CC=CC=C5)S4)C(=O)C(=C3)C#N,1,0,1,1,0,0,subs/inhib,0,0
CN(C)[S+]([O-])(=O)N1C=C(\C=C(/NC(=O)C2=CC=CC=C2)C(=O)NCCCN3C=CN=C3)C4=C1C=CC=C4,0,0,1,1,1,1,1,1,subs/inhib
CCN1C=C(\C=C(/NC(=O)C2=CC=C(C)C=C2)C(=O)NCCCN3C=CN=C3)C4=C1C=CC=C4,0,1,1,1,1,1,1,subs/inhib,subs/inhib
NC1=C(N2C=CC=CC2=C1C3=NC(=CS3)C4=CC5=C(OCO5)C=C4)C(=O)C6=CC=CC=C6,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CCOCC1=CC(CN2CCN(CC2)C3=C(OC)C=CC=C3)=C(O)C4=NC=CC=C14,0,1,1,0,0,0,0,0,0
CCOCC1=CC(CN2CCN(CC2)C3=CC=CC(Cl)=C3)=C(O)C4=NC=CC=C14,1,1,1,0,0,0,0,0,0
CCOCC1=CC(CN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)=C(O)C4=NC=CC=C14,1,0,1,0,0,0,0,0,0
CCCOCC1=CC(CN2CCN(CC2)C3=C(OC)C=CC=C3)=C(O)C4=NC=CC=C14,1,1,1,1,0,0,subs/inhib,0,0
CCCOCC1=CC(CN2CCN(CC2)C3=CC=CC(Cl)=C3)=C(O)C4=NC=CC=C14,1,1,1,1,0,0,subs/inhib,0,0
CC(C)OCC1=CC(CN2CCN(CC2)C3=CC=CC=C3)=C(O)C4=NC=CC=C14,1,1,1,0,0,0,0,0,0
CC(C)OCC1=CC(CN2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F)=C(O)C4=NC=CC=C14,1,0,1,0,0,0,0,0,0
CCCCOCC1=CC(CN2CCN(CC2)C3=CC=CC(Cl)=C3)=C(O)C4=NC=CC=C14,1,1,1,0,0,0,0,0,0
CCOC(=O)C1=CC=C(NC(=O)C2=CC(=O)C3=C(O2)C(C)=C(C)C=C3)C=C1,1,1,1,0,0,1,0,0,subs/inhib
CCOC1=CC=C(C=C1OCC)C2=NON=C2NC(=O)C3=C(C)C4=C(O3)C(C)=C(C)C=C4,,0,1,1,0,1,NA,0,subs/inhib
CC1=NC2=NC(NC(=O)C3=CC(Cl)=CC=C3)=NN2C(O)=C1CC4=CC=CC=C4,0,0,0,0,0,0,0,0,0
OC1=NC(=NC2=C1N=NN2CC3=CC=CC=C3C#N)C4CCCN(C4)[S+]([O-])(=O)C5=CC=C(F)C=C5,0,0,1,1,1,1,1,1,subs/inhib
COC1=CC=C(NC(=O)C2=C(Cl)C=NC(SCC3=CC=C(F)C=C3)=N2)C=C1,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CCC1=CC=C(CN(CC2=CC=CO2)C(=O)COC3=CC=CC=C3Cl)C=C1,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
COC1=CC=C(CCNC(=O)C2=C(Cl)C=NC(SCC3=C(F)C=CC=C3)=N2)C=C1OC,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=CC=C(CNC(=O)C2=C(Cl)C=NC(SCC3=C(F)C=CC=C3)=N2)C=C1,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CCOC(=O)C1=C(C)N=C(NC(=O)C2=C(C3=CC=CC=C3)C(=NN(C)C2=O)C4=CC=CC=C4)S1,0,0,1,0,0,0,0,0,0
CC1=CC=C(C=C1)[S+]([O-])(=O)N2CCC3=C2C=CC(=C3)C(=O)NC4=CC=C(C=C4)C(F)(F)F,1,0,1,1,0,0,subs/inhib,0,0
CC1=CC=C(C)C(NC2=NC3=NON=C3N=C2NC4=CC=CC(C)=C4C)=C1,1,0,1,0,0,1,0,0,subs/inhib
CC1=C(Cl)C=C(NC2=NC3=NON=C3N=C2NC4=CC(=CC=C4)C(F)(F)F)C=C1,1,0,1,1,1,0,subs/inhib,1,0
CCOC(=O)C1=CC=C(NC2=NC3=NON=C3N=C2NC4=CC=CC(C)=C4C)C=C1,1,0,1,0,0,0,0,0,0
COC1=C(NC(=O)CSC2=NC(C3=CC=C(C=C3)C(C)(C)C)=C(C#N)C(=O)N2)C=CC=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC(C)(C)C1=CC=C(C=C1)C2=C(C#N)C(=O)NC(SCC(=O)NC3=CC=C(Cl)C=C3)=N2,,0,1,1,0,1,NA,0,subs/inhib
CCOC(=O)C1=CC=C(NC(=O)CSC2=NC(C)=NC(=C2)C3=CC=CC=C3)C=C1,1,0,1,1,0,0,subs/inhib,0,0
COC1=CC=C(C=C1)C2=NOC(CCCC(=O)NC3=C(C)C(Cl)=CC=C3)=N2,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=CC=C(C=C1)C(=O)NC2=CC3=C(OC(=N3)C4=CC=C(OC)C=C4)C=C2,0,0,1,1,0,1,1,0,subs/inhib
CCC1=CC=C(OCCN2C3=CC=CC=C3N=C2C4CN(CC5=CC=C(F)C=C5)C(=O)C4)C=C1,0,1,1,0,1,1,0,subs/inhib,subs/inhib
CC1=CC=C(C=C1)[S+]([O-])(=O)NC2=NN3C(C=C(NC3=N2)C4=CC=CC=C4)C5=CC=C(F)C=C5,,,,0,0,1,NA,NA,NA
CC(=O)NC1=CC=C(C)C=C1C2=NC3=C(C=CC=C3)N(CC(=O)NC4=CC(Cl)=CC=C4C)C2=O,0,1,1,1,1,1,1,subs/inhib,subs/inhib
COC1=C(OC)C=C(CNC(=O)NC2=CC3=C(SC4=CC=CC=C4C(=O)N3C)C=C2)C=C1,1,0,1,0,1,1,0,1,subs/inhib
CCOC1=C(NC(=O)NC2=NN=C(S2)N3CCCC(C)C3)C=CC=C1,1,0,1,0,0,1,0,0,subs/inhib
COC1=C(OC)C=C(CC(=O)NC2=C(OC3=CC=CC=C23)C(=O)N4CCN(CC4)C5=CC=CC=C5F)C=C1,1,1,1,0,0,1,0,0,subs/inhib
CC1=NN(CC(=O)NCCC2=CC=CC=C2)C(=O)C3=C1SC4=CC=CC=C34,,0,1,0,0,1,NA,0,subs/inhib
CC(N1N=C(C)C2=C(C3=CC=CC=C3S2)C1=O)C(=O)NCC4=CC=C(C)C=C4,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CCOC1=CC=C(CCNC(=O)CCCN2N=C(C)C3=C(C4=CC=CC=C4S3)C2=O)C=C1OCC,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC1=CC=CC=C1C(=O)NC2=CC=CC(=C2)C3=NC4=CC=CN=C4S3,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CCC(SC1=NC2=C(N=CC=N2)C(=O)N1CC3=CC=C(C)C=C3)C(=O)NC4CCCCC4,0,0,1,1,0,1,1,0,subs/inhib
COC1=CC=C(NC(=O)CN2C=CN(C(=O)C2=O)C3=CC(C)=C(C)C=C3)C=C1Cl,0,0,0,0,0,1,0,0,1
COC1=C(OC)C=C(C=C1)N2C=CN(CC(=O)NC3=CC=C(C)C(C)=C3)C(=O)C2=O,0,0,1,0,0,0,0,0,0
CCOC1=C(OC)C=C(CNC(=O)CN2C(=O)C3=CC=CN3C4=CC=C(F)C=C24)C=C1,0,0,1,0,0,1,0,0,subs/inhib
COC1=CC=CC=C1CNC(=O)C2CCCN(C2)C3=NC4=CC=CC=C4N5C=CC=C35,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=CC=CC=C1CNC(=O)CCCN2C(=O)C3=CC=CN3C4=CC=CC=C24,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CCOC1=CC=C(CNC(=O)CN2C(=O)C3=CC=CN3C4=CC=C(F)C=C24)C=C1,1,0,1,0,0,1,0,0,subs/inhib
COC1=CC=C2C(=C1)N(CC3=C(Cl)C=C(F)C=C3)C(C(O)=O)=C2CNCCC4=CC=CC=C4OC,1,0,1,0,0,1,0,0,subs/inhib
CCOC(=O)C1=CC=C(NC(=O)CCN2C(=O)C3=CC=CN3C4=CC=CN=C24)C=C1,1,0,1,0,0,1,0,0,subs/inhib
CC1=CC=CC=C1CNC(=O)CCCN2C(=O)C3=CC=CN3C4=CC=CN=C24,1,0,1,0,1,1,0,1,subs/inhib
CC1=CC(NC(=O)CN2C3=C(OC4=C3C=CC=C4)C(=O)N(C2=O)C5=CC=C(C)C(C)=C5)=CC(C)=C1,1,0,1,1,1,0,subs/inhib,1,0
ClC1=CC=C(C=C1)N2C(=O)N(CC(=O)NC3=CC=CC=C3)C4=C(OC5=C4C=CC=C5)C2=O,0,0,1,1,1,1,1,1,subs/inhib
O=C(CN1C2=C(OC3=C2C=CC=C3)C(=O)N(CC4=CC=CO4)C1=O)NC5=CC=CC=C5,0,1,1,1,1,1,1,subs/inhib,subs/inhib
COC1=CC=C(Cl)C=C1NC(=O)CN2C(=O)CSC3=CC=C(C=C23)[S+]([O-])(=O)N4CCCC4,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=CC(CNC(=O)C2CCCN(C2)C3=NN4C=C(N=C4S3)C5=CC=C(C)C=C5)=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
FC1=C(CN2C(SCC3=CC=C(C=C3)C(=O)NC4CCCCC4)=NC5=CC=CN=C25)C=CC=C1,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC(=O)C1=CC=C(NC(=O)CN2C=C(C3=C2C=CC=C3)[S+]([O-])(=O)CC4=C(Cl)C=CC=C4)C=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CC1=C2C(=NN1C3=CC=CC=C3)C(=O)N(CCCC(=O)NC4=CC=C(Cl)C=C4C)N=C2C,1,0,1,0,0,1,0,0,subs/inhib
COC1=CC(OC)=C(CCNC(=O)CN2N=C(C)C3=C(C)N(N=C3C2=O)C4=CC=C(C)C=C4)C=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CC1=C2C(=NN1C3=CC=CC=C3)C(=O)N(CC(=O)NC4=CC=C(Cl)C=C4C)N=C2C,0,0,1,0,0,0,0,0,0
COC1=CC=CC=C1NC(=O)CN2C(=O)N(CC3=NC(=NO3)C4=CC=CC=C4)C(=O)C5=CC=CC=C25,,0,1,1,1,1,NA,1,subs/inhib
CC(=O)C1=CC=C(NC(=O)C2CCN(CC2)C3=NN=C(C)C4=C(C)N(N=C34)C5=CC=CC=C5)C=C1,0,0,0,1,0,0,1,0,0
CC1=C2C(=NN1C3=CC=CC=C3)C(=NN=C2C)N4CCC(CC4)C(=O)NCCC5=C(Cl)C=CC=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(C=C1)N2N=C3C(=C2C)C(C)=NN=C3N4CCCC(C4)C(=O)NCC5=CC=CC=C5C,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(C=C1)N2N=C3C(=C2C)C(C)=NN=C3N4CCCC(C4)C(=O)NCC5=CC=CC(F)=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
CCC1=CC=C(CNC(=O)C2CCCN(C2)C3=NN=C(C)C4=C(C)N(N=C34)C5=CC=C(OC)C=C5)C=C1,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(C=C1)N2N=C3C(=C2C)C(C)=NN=C3N4CCCC(C4)C(=O)NCCC5=C(C)C=CC=C5,1,0,1,1,1,1,subs/inhib,1,subs/inhib
COC1=CC=C(CNC(=O)C2CCCN(C2)C3=NN=C(C)C4=C(C)N(N=C34)C5=CC=C(C)C=C5)C=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC1=C2C(=NN1C3=CC=C(C)C=C3)C(=NN=C2C)N4CCCC(C4)C(=O)NCC5=CC=CC=C5C,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC1=NN=C2N1C(NC3=C(C)C=C(C)C=C3)=NC4=CC=CC=C24,1,1,1,1,0,1,subs/inhib,0,subs/inhib
