SMILES,CYP2C9 Substrate Class,CYP2D6 Substrate Class,CYP3A4 Substrate Class,CYP2C9 Activity Class,CYP2D6 Activity Class,CYP3A4 Activity Class,CYP2C9 Inhibitor Class,CYP2D6 Inhibitor Class,CYP3A4_ Inhibitor Class
COC1=C(N)C=CC(=C1)N2CCN(C)CC2,,,0,0,0,0,NA,NA,0
ClC1=CC=C(NC(=O)NC2=CC(=CC=C2)C3=CC=CC(=N3)N4CCCC4)C=C1,0,1,1,1,1,1,1,subs/inhib,subs/inhib
CC(C)C1=NOC(=N1)C2CCN(CC2)C3=C(C(NC4=C(F)C=C(C=C4)[S+](C)([O-])=O)=NC=N3)[N+]([O-])=O,0,0,1,0,0,0,0,0,0
CN1C=C(C2=CC=CC(N3CCNCC3)=C12)[S+]([O-])(=O)C4=CC=C(Cl)C=C4,0,0,1,1,0,0,1,0,0
CCCN1CCC(CC1)C2=CC=CC(=C2)[S+](C)([O-])=O,0,1,0,0,1,0,0,subs/inhib,0
CC(C)CCC(=O)CC1N(C(=O)C2=CC=CC=C12)C3=CC=C4C=CC(Cl)=NC4=N3,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CCCNCCOC1=C(F)C=C(NC(=O)C2=CNC3=C2C(=O)CCC3)C=C1,0,0,0,0,0,0,0,0,0
CC1(C)[C@@H]2C[C@H]1[C@H](NC(=O)C3=CSC4=C3C=C(O)C=C4)[C@@H](C\C=C/CCCC(O)=O)C2,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC(=O)N1CCN(CC1)NC(=O)C2=CC=C(F)C=C2,0,0,0,0,0,0,0,0,0
CC(C)C[C@H](N1C(=O)N(CC2=CC=C(NC(=O)NC3=C(C)C=CC=C3)C=C2)C(C)(C)C1=O)C(=O)N[C@@H](CC(O)=O)C4=CC=CC=C4,1,1,1,0,0,0,0,0,0
C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C2=C(C)C=C(F)C=C2)N3CCN4[C@@H](CCC4=O)C3)C5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F,1,0,1,0,0,1,0,0,subs/inhib
C[C@@H](OC1=C(SC(=C1)N2C=NC3=C2C=C(OC4CCN(C)CC4)C=C3)C(N)=O)C5=C(C=CC=C5)C(F)(F)F,0,0,1,1,1,1,1,1,subs/inhib
CC(=O)N1CCN(CC1)C(=O)CC2=CC=C(NC3=NC=C(F)C(NC4=CC=C(C=C4)C(=O)NC5=C(Cl)C=CC=C5)=N3)C=C2,0,0,1,1,0,1,1,0,subs/inhib
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)C(O)=O)C(C)C)C(C)(C)C)C(C)(C)C1=CC=CC=C1,0,0,1,0,0,0,0,0,0
CC1=CSC(NC(=O)CSC2=NC3=C(CCC3)C(=C2C#N)C(F)(F)F)=N1,1,,1,,,,NA,NA,NA
O=C(NCC1=CC=CC=C1C2=C(C=CC=C2)C(=O)NCCC3=CC=CC=N3)OCC4=CC=CC=C4,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC1=NC2=CC(=NN2C(C)=C1CC3=CC(Cl)=CC=C3)C(=O)NCC4=CC=CC=N4,1,0,1,1,0,0,subs/inhib,0,0
CN(C)CC#CCCC(=O)C(O)(C1CCC1)C2=CC=CC=C2,1,1,0,0,0,0,0,0,0
COC1=CC(=CC=C1NC(=O)C2=CC3=C(C=CC=C3)N2C)C4=NN([C@H]5CC[C@@H](CC5)N6CCN(CC6)C(C)=O)C7=NC=NC(N)=C47,0,1,0,1,1,0,1,subs/inhib,0
CCOC(=O)N1CCC(CC1)NCCNC(=O)C2=C(C)C=CC=C2,0,1,0,0,0,0,0,0,0
CC1=C(CNCCCNC2=CC(=O)C3=CC=CC=C3N2)SC(C(F)=C)=C1Br,0,1,1,1,1,1,1,subs/inhib,subs/inhib
BrC1=CC2=C(OCC[C@H]2NCCCNC3=CC(=O)C4=C(N3)C=CS4)C(Br)=C1,0,,1,,,,NA,NA,NA
COC1=CC(OC)=CC(NC2=NC3=CC=CC=C3N=C2N[S+]([O-])(=O)C4=CC=CC(NC(=O)C5=CC=C(C)C(OC)=C5)=C4)=C1,1,0,1,1,0,0,subs/inhib,0,0
CCOCCN1N=C(CC)C2=NC(=NC(NC3=CC(C)=CC=N3)=C12)N4CCC(CC4)C(O)=O,0,0,0,0,0,0,0,0,0
CN\C(=N\[S+]([O-])(=O)C1=CC=C(Cl)C=C1)N2C[C@@H](C(=N2)C3=CC=C(Cl)C=C3)C4=CC=CC=C4,0,1,1,0,0,0,0,0,0
COC1=CC(=CC(OC)=C1OC)C2=NC(N[C@H](CO)CC3=CC=CC=C3)=CC=C2C(=O)NCCOC4=CC=CC=C4,0,1,1,1,0,1,1,0,subs/inhib
CC(CCOC1=C2OC(C)=NC2=C(C)C(C(C)=O)=C1OCCN3CCCCC3)C4=CC=C(F)C=C4,1,1,1,0,1,1,0,subs/inhib,subs/inhib
CN1CCN(CC1)C(=O)CC2=CSC(N[S+]([O-])(=O)C3=CC=CC(Cl)=C3C)=N2,1,0,0,0,0,0,0,0,0
CNC(=S)N[S+]([O-])(=O)C1=CC(CCNC(=O)C2=CC(Cl)=CC=C2OC)=CC=C1OC,,0,,1,0,0,NA,0,NA
COC1=CC(=CC=C1)C(=O)NCCNC2=NC3=CC(C)=CC(C)=C3C=C2C#N,1,0,1,1,0,1,subs/inhib,0,subs/inhib
C[C@H]1OC(=O)[C@@H]2C[C@H](C)[C@@H](C)[C@H](\C=C\C3=CC=C(C=N3)C4=CC=CC=C4C#N)[C@H]12,1,0,1,0,0,0,0,0,0
CC1=C(CC(=O)NCC2=CC=C(OCC(F)(F)F)N=C2)C(=NO1)C3=C(Cl)C=CC=C3Cl,1,0,1,1,0,1,subs/inhib,0,subs/inhib
COC1=C(C)C=C(C2=C(C)SC(=N2)N(CC#C)[C@@H](CC3CC3)C4=CC=C(C)C(F)=C4)C(Cl)=C1,0,1,1,0,1,0,0,subs/inhib,0
CCNC(=O)N1CCCN(CC1)C2=CC=C(C=C2NC(=O)C3=CC(Cl)=CC=C3)C(=O)NCCC4=CC=C(Cl)C=C4Cl,0,1,1,0,1,1,0,subs/inhib,subs/inhib
FC1=C(F)C=C(CN2CCC(CC2)NC3=CC=C(N=N3)C(F)(F)F)C=C1,0,1,1,0,1,0,0,subs/inhib,0
CC(C)(C)N[S+]([O-])(=O)C1=CC=C(C=C1)C2=CC=C3NN=C(N)C3=C2,0,1,0,0,0,0,0,0,0
CC1=CC=C(C=C1)C2=C(N(CCCO)C3=C2C(N)=NC=N3)C(=O)CF,0,0,0,0,0,0,0,0,0
CC1=C(CN(CC1)C2=NC=CS2)C3=CC=C(NC(=O)C4=C(F)C=CC=C4F)C=C3,1,1,1,0,0,1,0,0,subs/inhib
NC(=O)[C@@H]1CC[C@@H](N1)C2=CC=C(OCC3=CC=CC=C3F)C=C2,0,0,0,0,0,0,0,0,0
C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C2=CC=C(F)C=C2C)N3CCN(CC3)C(C)=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,0,0,1,1,0,1,1,0,subs/inhib
COC1=CC=CC=C1N2CCN(CC2)C3=C4C(Br)=NNC4=NC=N3,1,1,1,1,0,0,subs/inhib,0,0
CC(C)(C)NC1=NC2=CC(Cl)=C(Cl)C=C2N=C1[S+](C)([O-])=O,1,1,1,1,1,0,subs/inhib,subs/inhib,0
CCOC(=O)[C@H](CCC1=CC=CC=C1)CC2(CCCC2)C(=O)N[C@H]3CCC4=C(C=CC=C4)N(CC(O)=O)C3=O,0,0,0,0,0,1,0,0,1
CC1=CC=C(CN2N=C(C=C2C3=CC=C(Cl)C(C)=C3)C(=O)N[C@H]4[C@@]5(C)CC[C@H](C5)C4(C)C)C=C1,0,,1,1,0,1,1,NA,subs/inhib
COC1=CC(=CC(OC)=C1OC)C(=O)NC(=S)NC2=CC=CC(NC(=O)C3=CC=CC=C3)=C2,1,1,1,1,0,1,subs/inhib,0,subs/inhib
NC1=NC(NC2=CC=C3CC[C@@H](CCC3=C2)N4CCCC4)=NN1C5=NN=C6C(CCCC7=CC=CC=C67)=C5,0,0,1,0,1,0,0,1,0
COC1=C(OC)N=C(C=C1)N2C(=O)NC3=C(SC(=C3)C(=O)NCC4=CC=C(Cl)C=C4)C2=O,0,0,0,1,0,0,1,0,0
CN(C)C(=O)COC(=O)C1=CC(C2=CC=C(C=C2)C3CCNCC3)=C4C=CC(=CC4=C1)C5=CC=C(C=C5)C(F)(F)F,0,1,0,0,0,0,0,0,0
CCCCOC(=O)N[S+]([O-])(=O)C1=C(C=C(CC(C)C)S1)C2=CC=C(CN3C=CN=C3)C=C2,0,0,1,,,,NA,NA,NA
CCOC1=CC=C(C=C1)C2=NN3N=CC=CC3=C2C4=CC=C(C=C4)[S+](C)([O-])=O,0,0,1,1,1,0,1,1,0
CCCCCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)OC,0,0,1,1,0,0,1,0,0
CC1=NC2=C(C=CC=C2N=C1C3=CC=C(C=C3)C4=CC=CC(=C4)[S+](C)([O-])=O)C(F)(F)F,0,1,1,1,0,0,1,0,0
NC(=O)C1=CN=C(NCCC2=CC=C(O)C(Cl)=C2)N=C1NCC3=CC=CC=C3,1,1,1,1,0,1,subs/inhib,0,subs/inhib
O[C@@H]1C(=O)N(CCCCN2CCN(CC2)C3=NC=CC=N3)C(=O)CC14CCCC4,0,1,1,0,0,1,0,0,subs/inhib
FC1=CC=C(CC2=NNC(=O)C3=C2C=CC=C3)C=C1C(=O)N4CCCNCC4,0,0,0,0,0,0,0,0,0
CCN(CC1=CC=CN=C1)C(=O)CN(C2=CC=C(OC)N=C2)[S+]([O-])(=O)C3=CC=CC=C3C,0,0,1,0,0,1,0,0,subs/inhib
CC1=C(C(=NO1)C(=O)N2CCN(CC2)C(C3=CC=C(Cl)C=C3)C4=CC=C(Cl)C=C4)[N+]([O-])=O,,1,,1,0,0,NA,0,NA
[O-][S+](=O)(NC1=CC(Cl)=C(OC2=CC3=CC=CC=C3N=C2)C(Cl)=C1)C4=CC=C(Cl)C=C4Cl,1,0,1,1,0,1,subs/inhib,0,subs/inhib
OC[C@H]1CCC[C@@H](C1)NC(=O)C2CCN(CC2)C3=NC4=CC(Cl)=C(C=C4O3)C5=CC=C(Cl)C=C5,0,0,1,0,1,0,0,1,0
NC(=N)NC(=O)C1=C(C2CC2)N(N=C1)C3=C4C=CC=NC4=CC=C3,0,0,0,0,0,0,0,0,0
CC(C)N1C(=O)C(=CC2=C1C=CC=C2)C(=O)NC3CC4CCC(C3)N4C[C@@H](O)CN(C)[S+](C)([O-])=O,0,0,0,0,0,0,0,0,0
O=C(NCCCN1C=CN=C1)C2=NOC(=C2)C3=CC=CO3,0,0,0,1,1,1,1,1,1
CCCCNC1=NC=C2C(=N1)N(C[C@H]3CC[C@H](N)CC3)N=C2C4=CC=C(F)C=C4,0,1,0,,,,NA,NA,NA
COC1=CC(=CC=C1)C2=CN(C3=NC=NC(N)=C23)C4=CC=C(CCN5CCC(O)CC5)C=C4,0,0,0,0,0,0,0,0,0
CCCCC1=CC=C(C=C1)C(=O)NC2=CC(=NN2C3=CC=C(Cl)C=C3)C4=CC=C(Cl)C=C4,1,1,0,0,0,0,0,0,0
N#CC(CCCN1CCN(CC1)\N=C\C2=CC=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4,0,1,1,1,1,1,1,subs/inhib,subs/inhib
COC1=CC(=CC=C1)C2=CC(NCC3=CC=C4OCOC4=C3)=NC(N)=N2,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CN(C)[C@H]1CCN(CC2=CC=C(C=C2C(F)(F)F)C(=O)NC3=CC=C(C)C(NC4=NC=CC(=N4)C5=CN=CN=C5)=C3)C1,0,0,0,0,0,1,0,0,1
CN(CCN(C)CC1=COC2=CC(C)=C(C)C=C2C1=O)CC3=CN(C4=C3C=CC=C4)C5=CC=CC(=C5)C(F)(F)F,0,0,1,0,1,1,0,1,subs/inhib
CN(C)C(=O)[C@@H]1CCCN1C(=O)NCC2=CC=C(C=C2C)C(=O)N3CCCCC4=CC=CC=C34,0,0,1,0,0,0,0,0,0
CCN(CC)CCC[S+]([O-])(=O)N[C@H](CCC1=CC=CC=C1)C2=NC(CC3=CC=C(Br)C=C3)=NO2,0,1,1,0,1,1,0,subs/inhib,subs/inhib
[O-][S+](=O)(NC1=CC=C(C=C1)C(=O)N2CCN(CC3CC3)CC2)C4=CC=CC5=C4N=CC=C5,0,0,1,0,0,0,0,0,0
CN(CC1=CC=C(C=C1)C(O)=O)C2=C(N=C(OCC3=C(ON=C3C4=C(Cl)C=CC=C4Cl)C5CC5)C=C2)C(F)(F)F,1,0,1,0,0,1,0,0,subs/inhib
CN1C2=CC(=NN2C(=O)C3=C1C=CC(NC(=O)C4=CC=CC=C4)=C3)C(O)=O,0,0,0,0,0,0,0,0,0
CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4,1,1,1,,,,NA,NA,NA
NCC1CCN(CC1)C2=NC=CC(=N2)C3=CC=C4C=CC=CC4=C3,0,0,0,1,1,1,1,1,1
FC1=CC=CC(F)=C1C(=O)N2CC3(CCN(CCC=C)CC3)C4=CC(Cl)=CC=C24,1,0,1,0,1,1,0,1,subs/inhib
COC1=CC=C(C=C1)C(=O)NC2=NC=C(S2)C3=CC=C(C=C3)C(O)=O,0,0,0,0,0,0,0,0,0
FC(F)(F)C1=CC=C(C=C1)C2=CC=CC=C2C(=O)NC3=CC4=C(CN(CC5=NC=NN5)CC4)C=C3,0,1,1,0,1,1,0,subs/inhib,subs/inhib
C[C@@H]1CCN(C[C@@H]1N(C)C2=C3C=CNC3=NC=N2)C(=O)N4CCCC4,0,0,1,0,0,1,0,0,subs/inhib
CCOC1=NC=C(C=C1C2=NC3=C(CC)N(CCOC)N=C3C(=O)N2)[S+]([O-])(=O)N4CCN(CC)CC4,0,0,1,0,0,1,0,0,subs/inhib
CNC1=NC(N[C@H]2CCC[C@H](C2)C(=O)NCC3=CC=C(C=C3C(F)(F)F)C#N)=NC(C)=N1,0,0,1,0,0,1,0,0,subs/inhib
COC1=C2C=CC=CN2C(C(=O)C3=CC=C(N)C(=C3)C([O-])=O)=C1C,0,1,0,0,0,0,0,0,0
CC1=CC=CC(=N1)C2=C(N=C(CC3=CC(=CC=C3)C(N)=O)N2)C4=CC=C5N=CC=NC5=C4,0,0,0,0,0,1,0,0,1
CC1=NOC(=O)C2=CC=C(NC(=O)C(O)(CC(C)(C)C3=C4OCCC4=CC=C3)C(F)(F)F)C=C12,1,1,1,0,0,1,0,0,subs/inhib
COC1=CC=C(CC(=O)NCC2=CC=CC=C2C3=CC=CC=C3C(=O)NCCC4=CC=CN=C4)C=C1,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CN(C)CCCNC1=C2C=CC=CC2=NC(CN3CCN(CC3)C(C4=CC=C(Cl)C=C4)C5=CC=C(Cl)C=C5)=N1,0,0,1,0,0,0,0,0,0
COC1=CC=C(C=C1)C2=C(N(CC3=CC=C(C=C3)C(N)=O)C(=N2)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)C5=CC=C(OC)C=C5,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
CC(C)C[C@H](CO)NC1=C2SC(N)=NC2=NC(S[C@@H](C)C3=CC=CC=C3)=N1,0,0,1,,,,NA,NA,NA
COC1=CC=C(N2NC(=O)C3=C(C2=O)C(=O)C4=C(N3)C=C(Cl)C=C4)C(C)=C1,0,0,0,0,0,0,0,0,0
[O-][N+](=O)C1=CC(NC(=O)C2=CC=CC(=C2)[S+]([O-])(=O)N3CCCCCC3)=CC=C1,1,1,1,1,1,1,subs/inhib,subs/inhib,subs/inhib
FC1=CC=C(C=C1)C(=O)NCCN2CCN(CC2)C3=C4OCCOC4=CC=C3,1,1,1,0,0,0,0,0,0
NC1=NC2=C(C=NN2CCCC3=CC=C(O)C=C3)C4=NC(=NN14)C5=CC=CO5,0,1,1,1,0,1,1,0,subs/inhib
COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OC3=CC=C(C=C3)C(N)=S,1,1,1,0,0,0,0,0,0
OC5(CN1CCC(COC2=NOC3=C2C(O[C@@H]4CCOC4)=CC=C3)CC1)CCOCC5,0,1,1,1,1,0,1,subs/inhib,0
CC1=CC=CC=C1CN2C3=NCCN3C4=C(CN(CC5=CC=CC=C5)CC4)C2=O,0,1,1,0,0,0,0,0,0
CCOC(=O)C1=CC=C(C=C1)N(C)C2=CSC(=N2)C3=CC=CC=C3,1,1,1,1,1,0,subs/inhib,subs/inhib,0
CCC(=O)N1CCC2=C(C1)C=C(O)C(OC)=C2,0,0,0,0,0,0,0,0,0
OC(=O)CN1N=NC(=N1)C2=CC=C(CN(CCCCOC3=CC=C(CN4CCCC4)C=C3)CCC5=CC=CC=C5)C=C2,0,0,1,0,0,1,0,0,subs/inhib
CCOC1=CC(=CC=C1NC2=NC=C3N(C)C(=O)CCN(C4CCCC4)C3=N2)N5CCC(O)CC5,0,1,0,0,0,0,0,0,0
CC1=CC(C)=C(C(C)=C1)[S+]([O-])(=O)N(CC2=CC=C(O2)C(F)(F)F)CC3=CC=C(C=C3)C4=CC=CC(=C4)[S+](C)([O-])=O,1,0,1,1,0,1,subs/inhib,0,subs/inhib
CC(C)OC(=O)N1CCC(CC1)OC2=C3C=NN(C3=NC=N2)C4=CC=C(C=C4F)[S+](C)([O-])=O,1,0,1,1,0,0,subs/inhib,0,0
COCC1=C2CC[C@@H](C3=NC=CN3)C2=CC=C1Cl,0,1,0,0,1,0,0,subs/inhib,0
[O-][N+](=O)C1=CC(=CC=C1Cl)C(=O)N2CCN(CC2)C3=CC=CC=C3F,1,1,1,1,0,0,subs/inhib,0,0
CC(C)(OC1=CC=C(C=C1)C2=NC3=CC(Cl)=CC=C3S2)C(O)=O,0,1,0,0,0,0,0,0,0
CCCC(=O)C1CCN(CC1)C2=C3CN(CCC3=NC=N2)C(=O)C4=CC=C(C=C4)C5=CC=CC=C5,1,1,1,1,0,1,subs/inhib,0,subs/inhib
OC1=CC(O)=C(C=C1)C2=CSC(NC3=CC(=C(C=C3)C#N)C(F)(F)F)=N2,,0,,1,1,1,NA,1,NA
C[S+]([O-])(=O)N(CC(=O)NCC1CC1)C2=C(Cl)C=CC(=C2)C(F)(F)F,,0,,1,0,0,NA,0,NA
OC1=C(C=CC=N1)C(=O)NCCCNC(=O)C2=NOC(=C2)C3=CC=CC=C3,,0,,,,,NA,NA,NA
CC1=C(C2=NN(C=C2)[S+]([O-])(=O)C3=CC=C(C)C=C3)C(=NO1)C4=CC=C(Cl)C=C4,,1,,1,0,1,NA,0,NA
ClC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=C4C=CC(Cl)=CC4=NC=C3,,1,,1,1,0,NA,subs/inhib,NA
O=C(NC1=NN=C(O1)C2=CC3=C(OCCO3)C=C2)C4CCCCC4,,1,,0,0,0,NA,0,NA
O=C(NC1=CC=C(C=C1)C2=CC=C(C=C2)C#N)NC3=CC=C(C=C3)C4=CC=NC5=C4N=CN5,,0,,1,0,1,NA,0,NA
CCOC(=O)C2(CCOC1=CC=CC=C1)CCN(CC3=CC(Cl)=C(O)C=C3)CC2,,1,,1,1,0,NA,subs/inhib,NA
CN1C(CO)=C(C2=C1C=CC(=C2)[N+]([O-])=O)C3=CC=CC=C3,0,0,0,0,1,0,0,1,0
CCOC1=C(OCC2=CC=C(Cl)C=C2)C(Cl)=CC(CNC3CCCC3)=C1,,1,,0,1,1,NA,subs/inhib,NA
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=C(C=C(Br)C(Cl)=C2)C(O)=O,,0,,0,0,1,NA,0,NA
CCN1CCC[C@@H]1CNC(=O)C2=CC3=C(SC4=C(C=CC=C4C)C(=O)N3)C=C2,,0,,0,0,0,NA,0,NA
COC1=CC=C(C)C2=C1N=C(NC(=O)C3=CC=NC=C3)S2,,0,,1,1,1,NA,1,NA
COC1=CC=CC(OC)=C1C2=NC(=CN2C3=C4C=CC(Cl)=CC4=NC=C3)C(=O)N[C@@H](CC(C)C)C(O)=O,0,0,0,0,0,0,0,0,0
CCN1CCC[C@@H]1CNC(=O)C2=CC3=C(S\C(=C/C4=C(F)C=CC=C4)C(=O)N3)C=C2,,0,,0,0,0,NA,0,NA
C[C@@H](N(C1CCCCC1)C(=O)CN2N=NC(=N2)C3=CC4=C(OCO4)C=C3)C(=O)NC5CCCC5,,1,,1,0,1,NA,0,NA
OC(=O)C1=CC(=CC=C1)C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4CC5=CC=CC=C5,,0,,1,0,0,NA,0,NA
COC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4C5=CC=CC=C5,1,0,0,1,0,0,subs/inhib,0,0
COC1=C(C=CC=C1)[C@H]2C3=C(NN=C3NC4=C2C(=O)CC(C)(C)C4)C(F)(F)F,,0,,1,0,1,NA,0,NA
COC1=C(C=CC=C1)C2=CC=C(C=C2)C3=CN(N=N3)C(=O)N4CCCCC4CC5=CC=CC=C5,,0,,1,0,0,NA,0,NA
CC1=NN(C(NC(=O)NC2=CC(F)=C(F)C=C2)=C1)C3=CC=CC=C3,1,1,0,0,0,1,0,0,1
C[C@@H](CN1CCC2(CC1)N(CNC2=O)C3=CC(F)=CC=C3)NC(=O)C4=CC=C(Br)C=C4,0,1,1,1,1,0,1,subs/inhib,0
O=C(CN1N=NC2=C1C=CC=C2)N(CC3=CSC=C3)C4=CC=C(NC(=O)C5CC5)C=C4,,1,,1,1,1,NA,subs/inhib,NA
COC(=O)CN1N=C(C2=C1C=CC=C2)C3=CC(OC)=CC=C3,,1,,0,0,0,NA,0,NA
C[C@@H](NC(=O)C1=NC=C(C=C1)C#CC2=CC(F)=CC=C2)C(C)(C)O,,0,,0,0,0,NA,0,NA
CC1=CC(C)=C(C=C1)N2CCN(CC2)[S+]([O-])(=O)N3CCCCC3,,1,,1,0,0,NA,0,NA
COC1=C(OC2CCN(C)CC2)C=C(C=C1)C(=O)NCC3=CC(=NO3)C(C)C,0,0,0,0,0,0,0,0,0
CCOC(=O)C2(CCC1=CC=CC=C1)CCN(CC3=CC=C(NC(C)=O)C=C3)CC2,0,0,1,0,1,1,0,1,subs/inhib
CCOC1=C(OCC)C=C(CCNC(=O)C2=CC3=C(C=C(Cl)S3)N2C)C=C1,1,1,1,1,0,1,subs/inhib,0,subs/inhib
CCOC1=C2C=CC=CC2=C(C=C1)[S+]([O-])(=O)N3CCCCCC3,,1,,1,0,0,NA,0,NA
CC1CCN(CC1)C2=NC=NC(NC(=O)C3=CC=CC=C3)=C2,1,1,1,1,0,0,subs/inhib,0,0
COCC(=O)N1CCC2=C1C=CC(=C2)C3=CSC(NC(=O)C4=CC(OC)=CC(OC)=C4)=N3,,0,,1,0,1,NA,0,NA
CCOC1=CC=C(C=C1)C2=CC(NC(=O)C3=C(F)C=CC=C3F)=C(S2)C(O)=O,,0,,0,1,0,NA,1,NA
COC1=CC=C(SC2=C(C=C(NC(=O)C3=C(Cl)C=CC=C3)C=C2)C#N)C=C1,,1,,0,0,1,NA,0,NA
N(C1=NN=C(S1)C2=CC=NC=C2)C3=C4C=CC=CC4=CC=C3,,,1,1,0,0,NA,NA,0
CCCN1N=CC(CN2CCCC(C2)C(=O)C3=CC(OC(C)C)=CC=C3)=C1C,,1,,0,1,1,NA,subs/inhib,NA
CCCOC1=CC=C(C=C1)C2=NC3=C(C=CC=C3)C(OC)=N2,,1,,0,0,0,NA,0,NA
CC(C)N(CCNC(=O)C1=CC=C(CN[S+]([O-])(=O)C2=CC=C(C)C=C2)C=C1)CC3=CC=CC=C3,,1,,1,0,1,NA,0,NA
O=C(NC1CCCCC1)C2(CCCCC2)N(CC3=CC=CS3)C(=O)C4=NC=CC=C4,,0,,1,0,1,NA,0,NA
CC1=C(NC(=O)COCC2=CC=CC=C2)N(N=C1)C3=CC=CC=C3,,1,,0,0,0,NA,0,NA
CC1=CC(NC(=O)[C@@H]2CCCN2[S+]([O-])(=O)C3=C4N=CC=CC4=CC=C3)=C(C)C=C1,,1,,1,0,1,NA,0,NA
[O-][S+](=O)(N[C@H]1CCCC[C@@H]1N2CCOCC2)C3=CC=C(Cl)C=C3,,1,,1,1,1,NA,subs/inhib,NA
CC1=CSC(NC(=O)C2=CC=C(COC3=CC(Cl)=CC=C3)O2)=N1,,1,,1,0,1,NA,0,NA
O=C(CN1C2=C(C=CC=C2)C3=C1C(=O)N4CCSC4=N3)N5CCCC5,,0,,0,0,0,NA,0,NA
OC1=NC2=C(C=CC=C2)N1C3CCN(CCNC(=O)C4=CC5=C(C=CC=C5)C=C4)CC3,0,1,1,1,0,0,1,0,0
ClC1=CC(CN2CCC(CNC(=O)[C@@H]3CCCN(C3)C4=NC=NC5=C4N=C6CCCCN56)CC2)=CC=C1,0,0,1,0,0,1,0,0,subs/inhib
O=C(CSC1=NC2=C(C=CC=C2)C(=O)N1C3=CC=CC=C3)NC4=CC5=C(CCC5)C=C4,,1,,1,0,1,NA,0,NA
CC1=CC=C(CC2=C(C)N3N=C(SCC(=O)NCCN4CCNCC4)N=C3N=C2C)C=C1,,0,,1,0,0,NA,0,NA
FC1=CC(=CC=C1)C#CC2=CN=C(C=C2)C(=O)N3CC4CC4C3,,1,,0,0,0,NA,0,NA
COCCCNC(=O)C1=CC=C(CN2C(=O)N(CC3=CC=C(C=C3)C(C)C)C4=C(C=CC=C4)C2=O)C=C1,,1,,1,0,1,NA,0,NA
COC1=CC2=NC3=C(C=C2C=C1)C(NC(=O)C4=CC=CO4)=NN3C,,0,,0,0,1,NA,0,NA
COC1=C(C=CC=C1)C(=O)NC2=CC(NC(=O)C3=CC(C)=CC=C3)=CC=C2,1,0,1,0,0,1,0,0,subs/inhib
ClC1=C(C=CC(NC(=O)C2=NC=CC=C2)=C1)N3C(=O)[C@H]4[C@@H]5C[C@@H](C=C5)[C@H]4C3=O,,0,,0,0,1,NA,0,NA
COC1=CC=C(OC2=C(Cl)C=NN(C2=O)C3=CC(C)=CC(C)=C3)C=C1,,1,,0,0,1,NA,0,NA
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC4=C(S3)C5=C(C=CC=C5)[S+]([O-])(=O)C4,1,1,1,0,0,1,0,0,subs/inhib
FC1=CC(F)=C(C=C1)N2N=CC3=C2CCC[C@H]3NC(=O)C4=NC=CC=C4,,0,,0,0,0,NA,0,NA
CC(C)(C)CCN1C[C@H]2C(CNC(=O)C3=CC(Cl)=CC(Cl)=C3)[C@H]2C1,,0,,0,1,0,NA,1,NA
COC1=CC(OC)=C([C@@H](CC(=O)N2CC(C)CC(C)C2)C3=CC4=C(OCO4)C=C3)C(O)=C1,,0,,1,0,1,NA,0,NA
CC(C)(C)NC(=O)[C@H](N(C(=O)C1=CC=CO1)C2=CC=C(C=C2)C(C)(C)C)C3=CN=CC=C3,,0,,1,0,1,NA,0,NA
COC1=CC(CN2N=CC3=C(N(C)C4=C3SC(=C4)[S+](C)[O-])C2=O)=CC=C1,0,0,1,0,0,0,0,0,0
CNC(C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2=C3C=CC=NC3=CC=C2,,0,,0,0,0,NA,0,NA
CC1=NC2=C(C3=C(CCCC3)S2)C(=N1)N4CCN(CC4)C(=O)C5=CC=CO5,1,1,1,1,0,0,subs/inhib,0,0
